"","Squad","Comp","Player","Nation","Pos","MP_Playing.Time","Min_Playing.Time","Mn_per_MP_Playing.Time","Min_percent_Playing.Time","Mins_Per_90_Playing.Time","Starts_Starts","Mn_per_Start_Starts","Compl_Starts","Subs_Subs","Mn_per_Sub_Subs","unSub_Subs","PPM_Team.Success","onG_Team.Success","onGA_Team.Success","plus_per__minus__Team.Success","plus_per__minus_90_Team.Success","On_minus_Off_Team.Success","onxG_Team.Success..xG.","onxGA_Team.Success..xG","xGplus_per__minus__Team.Success..xG","xGplus_per__minus_90_Team.Success..xG","On_minus_Off_Team.Success..xG"
"1478","Juventus","Serie A","Denis Zakaria","SUI","MF",1,3,55,3,3,6,100,28,12,90,45,90,12,2,66,96,90,5,3,57,65,36
"1479","Köln","Bundesliga","Sargis Adamyan","ARM","FW,MF",55,26,8,28,26,19,9,18,98,44,59,37,35,45,33,25,20,33,31,53,52,30
"1483","Köln","Bundesliga","Florian Dietz","GER","FW",19,15,17,16,15,19,9,18,64,48,20,49,30,28,54,45,47,24,16,67,77,76
"1485","Köln","Bundesliga","Ondrej Duda","SVK","MF",24,28,40,30,28,36,9,18,41,90,45,33,35,42,38,32,29,33,30,55,55,33
"1489","Köln","Bundesliga","Timo Hübers","GER","DF",73,92,100,96,92,90,100,98,12,95,20,51,92,95,54,54,84,90,87,78,66,62
"1490","Köln","Bundesliga","Denis Huseinbasic","GER","MF,FW",55,32,13,35,32,30,17,37,96,38,64,48,50,45,63,63,70,41,26,75,79,82
"1491","Köln","Bundesliga","Florian Kainz","AUT","MF,FW",85,85,75,90,85,95,40,52,12,87,20,45,86,89,54,54,75,86,80,78,67,65
"1492","Köln","Bundesliga","Luca Kilian","GER","DF",32,45,70,49,46,49,76,73,32,6,70,65,60,65,42,45,44,56,50,67,65,54
"1496","Köln","Bundesliga","Dejan Ljubicic","AUT","MF,FW",66,66,58,70,66,68,32,48,64,94,20,51,71,73,59,59,69,71,61,76,68,64
"1497","Köln","Bundesliga","Linton Maina","GER","FW,MF",90,82,66,88,82,87,47,28,56,79,34,46,86,87,63,60,85,84,79,76,66,59
"1498","Köln","Bundesliga","Eric Martel","GER","MF",73,76,70,81,76,77,63,80,56,67,59,44,75,83,38,47,47,76,72,72,63,46
"1499","Köln","Bundesliga","Mathias Olesen","LUX","MF",26,19,14,20,19,26,6,28,69,21,87,59,18,25,38,23,19,14,17,42,31,10
"1500","Köln","Bundesliga","Kristian Pedersen","DEN","DF",8,10,30,12,11,15,59,37,32,10,94,10,9,16,38,8,7,7,9,46,27,9
"1501","Köln","Bundesliga","Kingsley Schindler","GHA","DF,MF",73,44,19,48,44,33,29,37,98,63,59,46,58,60,48,47,50,55,42,74,72,71
"1503","Köln","Bundesliga","Benno Schmitz","GER","DF",81,88,85,92,88,93,59,88,12,82,20,39,82,89,38,48,52,82,84,55,56,7
"1506","Köln","Bundesliga","Davie Selke","GER","FW",35,35,37,38,35,46,9,28,50,67,34,46,35,45,33,32,27,30,34,38,40,13
"1509","Köln","Bundesliga","Nikola Soldo","CRO","DF",10,24,97,26,24,26,100,56,12,99,89,3,14,36,19,7,5,18,19,50,46,23
"1511","Köln","Bundesliga","Jan Thielmann","GER","FW",52,35,19,38,35,26,29,37,96,72,20,51,48,31,76,78,90,44,26,79,82,88
"1512","Köln","Bundesliga","Steffen Tigges","GER","FW",77,62,40,66,62,61,25,43,88,84,34,45,67,65,63,60,74,67,53,80,72,77
"1516","Lazio","Serie A","Luis Alberto","ESP","MF",93,85,68,85,85,84,68,81,69,75,45,85,93,52,96,91,93,88,73,88,77,89
"1518","Lazio","Serie A","Felipe Anderson","BRA","FW",99,97,85,97,97,99,68,93,32,79,20,86,93,65,94,82,29,92,87,82,68,42
"1519","Lazio","Serie A","Marcos Antônio","BRA","MF",32,24,18,23,24,26,24,28,78,33,96,78,24,16,63,64,18,24,18,61,64,41
"1520","Lazio","Serie A","Toma Bašić","CRO","MF",58,20,3,20,20,19,2,18,98,21,87,90,18,16,54,47,9,23,12,70,78,72
"1522","Lazio","Serie A","Matteo Cancellieri","ITA","FW",44,9,0,9,9,6,2,18,97,9,94,83,22,5,73,96,85,17,7,70,93,94
"1523","Lazio","Serie A","Nicolò Casale","ITA","DF",70,88,98,87,88,87,94,97,12,54,70,81,86,65,88,77,12,86,75,84,71,68
"1524","Lazio","Serie A","Danilo Cataldi","ITA","MF",70,72,66,72,72,84,29,48,22,28,45,86,85,42,94,90,79,76,60,83,75,74
"1529","Lazio","Serie A","Elseid Hysaj","ALB","DF",90,72,48,72,73,71,68,77,85,24,52,91,85,48,93,89,69,76,61,83,74,72
"1530","Lazio","Serie A","Ciro Immobile","ITA","FW",77,80,71,79,80,84,55,84,41,54,45,86,89,52,94,88,70,78,75,72,63,29
"1532","Lazio","Serie A","Manuel Lazzari","ITA","DF",70,71,64,71,72,74,59,70,56,48,70,78,77,45,90,83,47,69,62,73,65,37
"1534","Lazio","Serie A","Adam Marušić","MNE","DF",90,96,96,95,96,95,85,95,22,95,34,85,93,68,94,83,40,90,85,80,67,31
"1536","Lazio","Serie A","Sergej Milinković-Savić","SRB","MF",96,98,96,98,98,98,89,97,22,94,34,83,96,73,95,85,56,92,90,76,64,6
"1538","Lazio","Serie A","Patric","ESP","DF",35,52,85,52,53,55,81,75,22,75,94,95,73,19,94,96,94,62,44,80,76,73
"1539","Lazio","Serie A","Pedro","ESP","FW",96,70,39,70,70,58,36,37,97,92,20,83,79,55,87,80,33,71,54,83,75,75
"1541","Lazio","Serie A","Ivan Provedel","ITA","GK",99,100,100,100,100,100,100,100,12,100,20,86,98,79,96,85,86,96,94,85,69,18
"1543","Lazio","Serie A","Alessio Romagnoli","ITA","DF",90,97,98,97,97,96,92,99,12,91,45,80,94,75,94,81,14,89,88,72,62,4
"1544","Lazio","Serie A","Luka Romero","ARG","FW",8,4,6,4,4,6,19,18,50,28,99,90,5,5,54,28,6,7,1,63,87,85
"1546","Lazio","Serie A","Matías Vecino","URU","MF",81,63,39,62,63,58,47,67,93,72,45,87,67,45,84,77,28,60,57,59,58,22
"1547","Lazio","Serie A","Mattia Zaccagni","ITA","FW",93,95,91,95,95,98,68,86,12,91,20,85,94,63,96,87,79,90,86,78,65,21
"1548","Lecce","Serie A","Kristoffer Askildsen","NOR","MF",46,29,15,29,30,30,10,18,91,48,91,42,30,28,54,50,66,25,27,42,40,43
"1549","Lecce","Serie A","Lameck Banda","ZAM","FW,MF",96,62,28,61,62,64,24,43,96,38,34,29,41,55,25,37,44,43,56,23,36,29
"1552","Lecce","Serie A","Kristijan Bistrović","CRO","MF",19,18,24,18,18,22,19,18,56,44,64,34,14,13,54,46,60,8,9,49,43,49
"1554","Lecce","Serie A","Alexis Blin","FRA","MF",93,83,64,83,84,81,59,75,74,88,45,29,58,71,28,45,67,64,73,28,44,51
"1558","Lecce","Serie A","Assan Ceesay","GAM","FW",90,68,42,67,68,68,40,48,88,44,52,23,38,65,13,28,23,45,58,23,38,31
"1560","Lecce","Serie A","Lorenzo Colombo","ITA","FW",85,58,30,58,58,61,24,18,93,33,59,29,55,50,63,60,84,51,51,51,53,69
"1562","Lecce","Serie A","Federico Di Francesco","ITA","FW,MF",98,76,45,76,77,77,32,48,88,75,20,29,55,65,33,46,66,61,62,50,54,76
"1566","Lecce","Serie A","Antonino Gallo","ITA","DF",81,88,85,87,88,87,89,95,41,48,59,37,64,73,38,48,82,68,70,52,54,86
"1567","Lecce","Serie A","Valentin Gendrey","FRA","DF",98,99,96,99,99,99,92,98,22,9,34,29,73,90,15,40,49,77,89,21,44,37
"1568","Lecce","Serie A","Joan Gonzàlez","ESP","MF",96,81,58,81,81,84,43,52,74,63,34,19,60,77,22,40,52,57,67,27,44,48
"1569","Lecce","Serie A","Morten Hjulmand","DEN","MF",93,97,96,97,97,98,85,98,12,75,34,24,75,92,13,38,33,77,87,29,48,73
"1570","Lecce","Serie A","Þórir Jóhann Helgason","ISL","MF",21,7,2,8,8,11,2,18,78,13,98,8,5,10,42,10,12,5,8,44,16,14
"1573","Lecce","Serie A","Youssef Maleh","ITA","MF",32,26,22,26,26,30,15,18,74,44,52,23,18,31,28,20,22,21,23,45,42,47
