"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"901","Everton","Premier League","Neal Maupay","FRA","FW",46,32,10,19,34,59,80,32,55,50,28,68,89,33,26,23,34,36,59,82,72,36,67
"902","Everton","Premier League","Dwight McNeil","ENG","FW,MF",86,79,70,68,70,95,86,79,97,98,65,98,63,76,88,79,95,89,90,92,97,74,88
"903","Everton","Premier League","Yerry Mina","COL","DF",28,33,73,61,34,17,46,33,13,18,65,10,10,32,31,37,11,26,42,20,8,34,16
"904","Everton","Premier League","Vitaliy Mykolenko","UKR","DF",90,86,88,88,82,82,61,86,63,63,45,73,82,73,65,65,71,81,75,77,50,76,72
"905","Everton","Premier League","Amadou Onana","BEL","MF",86,77,73,70,84,74,82,77,84,77,23,85,55,72,71,63,67,78,65,89,74,79,61
"906","Everton","Premier League","Nathan Patterson","SCO","DF,MF",50,57,77,72,50,65,51,57,62,63,50,68,74,46,47,46,51,50,59,63,54,49,62
"908","Everton","Premier League","Isaac Price","NIR","MF",4,3,10,6,5,3,6,3,8,18,100,10,10,3,2,2,11,7,28,9,8,3,5
"909","Everton","Premier League","Salomón Rondón","VEN","FW",9,6,10,3,7,12,19,6,8,18,100,10,10,4,1,1,6,13,28,9,16,7,25
"910","Everton","Premier League","Ellis Simms","ENG","FW",14,10,10,3,12,25,36,10,13,26,100,10,10,9,7,6,15,18,52,26,22,12,40
"911","Everton","Premier League","James Tarkowski","ENG","DF",100,96,98,98,92,44,91,96,39,57,93,22,11,87,80,82,46,23,42,63,38,91,32
"912","Everton","Premier League","Rúben Vinagre","POR","DF,MF",3,5,10,7,7,7,6,5,18,18,22,10,10,4,5,6,15,13,28,9,16,4,9
"913","Fiorentina","Serie A","Sofyan Amrabat","MAR","MF",70,86,65,69,95,68,24,86,52,66,87,42,18,88,90,88,76,75,42,60,72,90,46
"914","Fiorentina","Serie A","Arthur","BRA","FW",52,38,40,24,32,71,94,38,73,70,38,78,74,37,36,27,42,52,80,93,84,42,75
"915","Fiorentina","Serie A","Antonín Barák","CZE","MF",67,60,47,40,67,80,87,60,77,79,55,78,54,62,68,63,82,79,78,79,88,66,79
"916","Fiorentina","Serie A","Marco Benassi","ITA","DF",8,13,10,18,18,15,17,13,8,7,7,10,10,15,11,11,6,26,28,9,16,15,24
"917","Fiorentina","Serie A","Alessandro Bianco","ITA","MF",10,10,13,11,15,10,10,10,13,7,7,10,10,9,9,12,23,13,28,13,38,10,13
"918","Fiorentina","Serie A","Cristiano Biraghi","ITA","DF",87,97,78,86,91,99,61,97,56,50,24,60,58,88,83,88,93,93,82,52,43,91,85
"919","Fiorentina","Serie A","Giacomo Bonaventura","ITA","MF",69,70,40,51,74,88,88,70,85,83,39,81,37,73,77,80,91,95,80,65,89,75,79
"920","Fiorentina","Serie A","Josip Brekalo","CRO","FW,MF",14,14,6,9,15,34,30,14,39,46,80,29,16,16,26,25,42,45,52,30,43,17,51
"921","Fiorentina","Serie A","Gaetano Castrovilli","ITA","MF",29,26,38,29,28,46,51,26,49,50,52,46,34,25,27,29,42,52,28,38,54,25,35
"923","Fiorentina","Serie A","Dodô","BRA","DF",79,88,70,82,86,89,59,88,88,93,71,83,34,88,93,95,93,95,75,80,67,87,82
"924","Fiorentina","Serie A","Alfred Duncan","GHA","MF",43,46,33,41,56,55,32,46,60,66,67,57,35,44,43,43,54,56,65,54,65,48,50
"926","Fiorentina","Serie A","Nicolás González","ARG","FW,MF",52,55,26,36,58,81,89,55,91,85,23,91,56,58,66,62,76,77,80,87,67,63,84
"927","Fiorentina","Serie A","Igor","BRA","DF",75,84,88,91,87,25,38,84,45,57,87,29,13,84,87,92,56,52,28,35,59,84,13
"928","Fiorentina","Serie A","Jonathan Ikone","FRA","FW",71,59,26,39,56,90,95,59,95,96,67,91,34,69,84,82,95,90,99,93,97,69,94
"929","Fiorentina","Serie A","Luka Jović","SRB","FW,MF",59,35,34,19,38,62,90,35,59,72,86,50,22,32,30,24,34,39,65,68,72,40,73
"930","Fiorentina","Serie A","Christian Kouamé","CIV","FW",67,61,26,37,52,92,95,61,90,81,17,94,80,62,60,59,86,80,94,98,95,69,96
"931","Fiorentina","Serie A","Youssef Maleh","ITA","MF",18,17,19,14,20,28,36,17,18,18,22,29,92,17,12,13,20,26,42,26,43,17,38
"932","Fiorentina","Serie A","Rolando Mandragora","ITA","MF",71,73,60,58,81,80,72,73,51,42,17,60,82,66,55,57,54,72,59,46,50,70,66
"933","Fiorentina","Serie A","Lucas Martínez Quarta","ARG","DF",75,90,89,94,89,43,70,90,51,66,91,36,14,89,93,91,56,72,42,40,43,87,24
"935","Fiorentina","Serie A","Luca Ranieri","ITA","DF",21,27,55,53,30,10,17,27,13,18,65,22,74,25,24,28,20,13,28,17,16,27,5
"936","Fiorentina","Serie A","Riccardo Saponara","ITA","FW",48,45,36,35,41,76,85,45,78,76,39,81,60,50,61,67,88,85,90,74,76,51,87
"938","Fiorentina","Serie A","Riccardo Sottil","ITA","FW",36,31,10,14,21,70,82,31,82,68,13,83,57,41,61,67,92,83,95,73,65,39,87
"939","Fiorentina","Serie A","Pietro Terracciano","ITA","GK",89,70,99,98,5,2,6,71,8,18,100,10,10,66,66,76,6,7,28,9,8,64,5
"940","Fiorentina","Serie A","Aleksa Terzić","SRB","DF",37,53,52,62,52,67,32,53,65,74,77,57,25,54,68,74,84,73,65,46,47,52,63
"941","Fiorentina","Serie A","Lorenzo Venuti","ITA","DF",39,49,53,61,53,53,32,49,29,32,65,29,34,46,45,48,63,64,42,43,16,49,56
"942","Fiorentina","Serie A","Szymon Żurkowski","POL","MF",4,4,6,2,4,11,17,4,8,7,7,22,100,4,5,7,20,13,42,9,16,5,19
"943","Freiburg","Bundesliga","Ritsu Doan","JPN","MF,FW",84,67,46,49,64,91,94,67,99,97,31,99,65,69,76,76,96,92,97,97,98,69,93
"944","Freiburg","Bundesliga","Maximilian Eggestein","GER","MF",85,69,63,65,76,71,70,69,51,57,73,46,28,57,54,50,58,69,52,61,82,61,60
"946","Freiburg","Bundesliga","Mark Flekken","NED","GK",97,84,100,100,8,2,6,84,18,32,100,10,10,86,89,92,6,7,28,4,8,72,5
"947","Freiburg","Bundesliga","Matthias Ginter","GER","DF",97,97,96,98,94,40,78,97,22,26,65,29,74,95,96,97,63,50,28,43,33,95,32
"948","Freiburg","Bundesliga","Michael Gregoritsch","AUT","FW",77,55,38,31,52,86,97,55,75,63,15,79,65,48,37,35,61,50,89,90,81,63,87
"949","Freiburg","Bundesliga","Vincenzo Grifo","ITA","MF,FW",84,86,58,63,86,95,87,85,93,95,74,83,23,85,84,81,92,89,91,86,88,87,87
"951","Freiburg","Bundesliga","Christian Günter","GER","DF,MF",92,85,73,75,82,94,80,85,51,60,81,46,28,75,67,63,81,81,72,56,62,80,88
"952","Freiburg","Bundesliga","Nicolas Höfler","GER","MF",93,88,84,83,95,60,67,88,67,76,80,63,37,79,73,64,44,47,52,78,65,80,30
"953","Freiburg","Bundesliga","Lucas Höler","GER","FW,MF",58,49,53,44,48,74,87,49,58,63,67,53,34,42,38,37,56,47,65,74,67,52,77
"954","Freiburg","Bundesliga","Yannik Keitel","GER","MF",31,27,33,36,35,34,34,27,36,37,47,36,34,25,26,28,44,42,42,30,38,25,37
"955","Freiburg","Bundesliga","Lukas Kübler","GER","DF",62,66,79,75,68,58,53,66,34,42,81,36,40,51,45,43,42,45,42,46,22,56,61
"956","Freiburg","Bundesliga","Daniel Kyereh","GHA","MF,FW",26,24,29,25,25,45,46,24,41,32,13,53,90,24,21,16,26,33,42,61,62,25,46
"957","Freiburg","Bundesliga","Philipp Lienhart","AUT","DF",86,92,95,96,87,31,53,92,34,37,65,10,10,92,96,95,51,50,52,58,16,91,19
"958","Freiburg","Bundesliga","Nils Petersen","GER","FW",17,16,29,14,16,32,44,16,26,7,7,42,95,11,6,6,11,13,42,52,33,15,33
"959","Freiburg","Bundesliga","Merlin Röhl","GER","MF,FW",5,5,6,7,7,7,17,5,8,7,7,10,10,5,4,5,15,13,28,13,33,5,19
"960","Freiburg","Bundesliga","Roland Sallai","HUN","MF,FW",41,37,34,37,37,60,75,37,65,66,47,68,57,38,38,35,61,47,59,61,57,40,71
"961","Freiburg","Bundesliga","Kevin Schade","GER","FW,MF",12,12,16,11,12,27,40,12,43,32,12,57,92,10,12,12,31,23,69,32,43,12,42
"963","Freiburg","Bundesliga","Jonathan Schmid","FRA","DF",4,5,13,8,7,9,14,5,8,18,100,10,10,3,2,2,11,7,42,9,8,5,24
"964","Freiburg","Bundesliga","Kenneth Schmidt","GER","DF",16,20,43,39,26,9,6,20,18,26,86,22,34,20,24,27,26,23,28,23,8,22,5
"965","Freiburg","Bundesliga","Kiliann Sildillia","FRA","DF,MF",72,77,76,75,83,71,50,77,65,66,47,73,76,70,66,67,58,71,52,61,70,69,60
"967","Freiburg","Bundesliga","Robert Wagner","GER","MF",4,4,16,7,5,8,14,4,8,7,7,22,100,2,1,2,6,18,28,9,16,2,13
"968","Freiburg","Bundesliga","Noah Weißhaupt","GER","MF,DF",22,21,40,32,23,30,30,21,51,50,45,46,28,22,25,26,48,26,65,43,27,21,51
"969","Freiburg","Bundesliga","Jeong Woo-yeong","KOR","MF,FW",30,27,21,29,28,49,63,27,60,54,24,68,76,29,33,34,54,39,69,43,47,30,54
"970","Fulham","Premier League","Tosin Adarabioyo","ENG","DF",75,84,95,93,84,25,51,84,32,42,88,29,25,81,81,87,51,50,42,20,33,84,16
"971","Fulham","Premier League","Tom Cairney","SCO","MF",41,58,33,50,63,78,67,58,58,57,43,57,41,64,65,66,74,75,72,65,80,67,65
"973","Fulham","Premier League","Issa Diop","FRA","DF",73,86,93,94,85,17,32,86,26,32,80,22,16,89,94,97,46,30,28,38,16,89,19
"974","Fulham","Premier League","Shane Duffy","IRL","DF,FW",2,3,16,11,5,3,10,3,8,18,100,10,10,2,2,3,6,7,28,9,8,3,5
"977","Fulham","Premier League","Daniel James","WAL","FW",28,23,30,19,20,52,65,23,47,42,25,36,17,25,35,37,64,47,78,38,65,24,61
"978","Fulham","Premier League","Neeskens Kebano","COD","FW",34,28,33,29,22,58,66,28,67,57,17,73,74,30,39,45,78,54,84,52,62,29,70
"979","Fulham","Premier League","Layvin Kurzawa","FRA","DF",10,9,29,24,8,9,6,9,22,26,65,29,74,7,5,3,11,7,28,17,16,6,13
"981","Fulham","Premier League","Saša Lukić","SRB","MF",21,23,30,29,31,27,17,23,26,37,92,22,16,24,27,29,34,36,42,17,16,24,22
"982","Fulham","Premier League","Kevin Mbabu","SUI","DF,FW",10,13,19,25,13,21,6,13,29,37,86,29,34,12,11,14,23,18,28,9,22,11,32
"983","Fulham","Premier League","Aleksandar Mitrović","SRB","FW",73,56,55,39,60,79,98,56,82,84,55,84,62,54,46,41,64,56,82,96,99,66,81
"984","Fulham","Premier League","Josh Onomah","ENG","MF",2,2,6,4,2,4,6,2,8,7,7,22,100,1,2,3,11,7,28,9,16,1,5
"985","Fulham","Premier League","João Palhinha","POR","MF",98,89,79,80,95,67,69,89,77,70,26,75,42,77,60,49,34,45,59,81,88,81,39
"986","Fulham","Premier League","Andreas Pereira","BRA","MF",91,77,40,46,77,95,87,77,83,76,23,87,75,75,76,69,87,89,82,91,98,78,89
"987","Fulham","Premier League","Tim Ream","USA","DF",95,96,97,98,95,31,42,96,49,60,86,36,16,96,97,99,68,52,28,50,38,96,13
"988","Fulham","Premier League","Harrison Reed","ENG","MF",94,85,72,71,88,89,81,85,67,60,25,76,84,77,69,54,71,68,65,87,85,84,83
"989","Fulham","Premier League","Bobby Reid","JAM","FW,DF",86,73,72,64,69,90,90,73,85,77,23,88,66,70,63,60,83,81,84,92,91,73,95
"990","Fulham","Premier League","Antonee Robinson","USA","DF",97,97,88,93,92,94,65,97,93,95,68,88,36,93,97,98,99,99,82,84,79,92,92
"992","Fulham","Premier League","Cédric Soares","POR","DF",13,21,33,32,21,33,17,21,13,26,100,10,10,20,17,19,23,18,42,13,22,21,33
"993","Fulham","Premier League","Manor Solomon","ISR","FW",27,26,30,33,22,50,36,26,75,79,66,75,47,29,40,41,51,58,52,46,59,26,62
"995","Fulham","Premier League","Kenny Tete","NED","DF",88,92,86,87,90,90,66,92,75,81,74,68,29,80,82,83,94,94,65,63,84,83,71
"996","Fulham","Premier League","Carlos Vinícius","BRA","FW",45,28,34,18,28,56,84,28,49,42,22,57,78,28,26,23,37,42,69,89,82,33,60
"997","Fulham","Premier League","Willian","BRA","FW",76,70,33,48,62,95,90,70,92,94,67,84,27,76,88,87,98,98,96,87,85,77,92
"998","Fulham","Premier League","Harry Wilson","WAL","FW",45,42,46,41,40,68,72,42,72,66,27,73,51,45,48,43,54,58,78,65,70,46,77
"999","Getafe","La Liga","Omar Alderete","PAR","DF",72,69,86,81,76,36,59,69,59,76,91,46,17,60,61,75,68,56,52,50,50,57,27
"1000","Getafe","La Liga","Carles Aleñá","ESP","MF",74,65,43,54,75,75,63,65,79,85,75,68,25,66,59,56,63,69,52,87,84,71,74
"1001","Getafe","La Liga","Ángel Algobia","ESP","MF",46,46,38,54,59,39,32,46,29,37,86,29,34,44,40,41,39,26,59,43,47,46,32
"1002","Getafe","La Liga","Gastón Álvarez","URU","DF",55,50,63,61,57,48,30,50,54,54,47,57,57,35,27,29,42,36,28,46,27,39,47
"1003","Getafe","La Liga","Jordan Amavi","FRA","DF",13,14,29,23,18,14,10,14,8,7,7,22,100,10,10,11,23,30,42,13,8,9,22
"1004","Getafe","La Liga","Fabrizio Angileri","ARG","DF",27,28,44,41,31,36,17,28,41,37,27,50,80,21,19,18,23,36,28,20,33,22,35
"1005","Getafe","La Liga","Mauro Arambarri","URU","MF",39,40,55,47,50,42,17,40,22,37,100,10,10,34,33,32,34,45,28,46,33,33,25
"1006","Getafe","La Liga","Djené","TOG","DF",94,81,87,89,83,46,36,81,67,77,82,36,11,77,71,71,39,60,28,63,70,72,42
"1007","Getafe","La Liga","Domingos Duarte","POR","DF",90,74,92,91,72,20,56,74,29,42,92,22,14,65,59,57,29,18,28,26,27,64,5
"1008","Getafe","La Liga","Munir El Haddadi","MAR","MF,FW",47,46,29,35,44,74,80,46,73,66,24,76,62,45,40,35,58,52,75,87,85,46,76
"1009","Getafe","La Liga","Iglesias","ESP","DF,MF",74,74,78,76,72,79,57,74,69,68,44,70,54,58,59,60,77,81,72,75,57,57,81
"1010","Getafe","La Liga","Latasa","ESP","FW",20,20,24,12,22,40,59,20,32,26,15,42,84,18,10,4,6,13,28,60,54,22,51
"1011","Getafe","La Liga","Nemanja Maksimović","SRB","MF",72,54,64,59,64,54,70,54,34,26,12,50,94,40,35,34,46,50,65,50,47,42,49
"1012","Getafe","La Liga","Jaime Mata","ESP","FW,MF",19,18,24,16,19,36,46,18,22,26,65,29,74,16,11,9,15,33,28,40,38,19,49
"1013","Getafe","La Liga","Borja Mayoral","ESP","FW",92,67,41,46,69,88,96,67,91,88,31,94,74,69,68,67,89,83,95,95,98,74,93
"1014","Getafe","La Liga","Luis Milla","ESP","MF",68,70,64,64,82,60,22,70,49,66,92,29,12,64,56,56,49,47,42,60,62,65,25
"1015","Getafe","La Liga","Stefan Mitrović","SRB","DF",61,48,85,78,44,9,30,48,8,7,7,22,100,41,38,36,11,7,28,13,8,40,9
"1017","Getafe","La Liga","Portu","ESP","MF,DF",66,60,44,58,58,81,70,60,79,68,16,84,75,56,58,62,81,73,65,74,50,58,89
"1019","Getafe","La Liga","Jaime Seoane","ESP","MF,FW",18,17,19,19,20,25,14,17,26,26,36,36,88,16,16,17,29,23,42,20,43,16,25
"1021","Getafe","La Liga","Damián Suárez","URU","DF,MF",69,71,63,70,75,75,42,71,73,68,30,83,89,54,44,49,60,69,69,65,43,58,71
"1022","Getafe","La Liga","Enes Ünal","TUR","FW",96,70,66,42,70,92,98,69,79,81,55,81,55,68,51,47,69,73,89,99,98,80,91
"1023","Getafe","La Liga","Gonzalo Villar","ESP","MF",23,27,29,29,39,31,22,27,56,68,83,42,16,27,34,36,46,45,52,35,43,26,27
"1024","Girona","La Liga","Ricard Artero","ESP","MF,FW",10,9,13,12,12,13,24,9,22,32,91,10,10,10,9,10,23,26,28,20,27,10,29
"1025","Girona","La Liga","Santiago Bueno","URU","DF",96,95,93,97,95,28,48,95,22,26,65,10,10,95,96,99,71,52,28,26,16,96,19
"1028","Girona","La Liga","Valentín Castellanos","ARG","FW",87,48,54,33,46,78,97,48,79,70,22,83,74,46,46,48,69,75,82,88,81,52,87
"1029","Girona","La Liga","Yan Couto","BRA","DF,MF",46,50,48,58,48,68,51,50,87,89,54,87,53,52,67,72,88,78,84,70,65,51,75
"1030","Girona","La Liga","Bernardo Espinosa","COL","DF",47,63,90,84,67,17,46,63,22,32,91,22,21,65,65,72,34,23,42,20,33,67,16
"1031","Girona","La Liga","Aleix García","ESP","MF",80,91,76,78,94,89,57,91,64,68,65,60,35,88,82,80,78,79,75,58,62,92,72
"1032","Girona","La Liga","Borja García","ESP","MF,FW",30,29,29,36,36,39,34,29,47,46,43,46,37,34,30,28,31,42,28,26,59,33,51
"1033","Girona","La Liga","Paulo Gazzaniga","ARG","GK",84,69,99,98,3,2,6,69,8,18,100,10,10,69,66,68,6,7,28,17,16,54,5
"1034","Girona","La Liga","Miguel Gutiérrez","ESP","DF",80,85,74,81,81,89,72,85,93,93,50,92,53,85,89,88,96,89,90,81,81,85,90
"1035","Girona","La Liga","Yangel Herrera","VEN","MF,FW",39,41,41,38,47,55,67,41,55,57,53,53,39,43,40,37,53,52,59,63,80,46,63
"1036","Girona","La Liga","Javi","ESP","DF",45,58,71,70,64,52,38,58,51,63,87,46,28,57,62,73,80,71,42,30,50,58,45
"1037","Girona","La Liga","Juanpe","ESP","DF",56,64,91,88,60,18,46,64,8,18,100,10,10,66,64,70,34,18,28,4,22,69,16
"1038","Girona","La Liga","David López","ESP","DF,MF",60,76,93,92,71,21,46,76,26,42,100,10,10,77,75,82,54,30,28,30,8,79,16
"1039","Girona","La Liga","Iván Martín","ESP","MF",58,53,50,50,60,68,70,54,80,85,71,78,42,58,64,52,64,58,72,77,93,62,75
"1040","Girona","La Liga","Arnau Martinez","ESP","DF",90,91,83,89,87,86,82,91,82,84,55,81,47,85,85,89,90,78,80,80,72,87,81
"1041","Girona","La Liga","Reinier","BRA","MF,FW",28,27,24,28,31,46,50,27,52,57,68,57,62,30,31,31,44,58,42,56,74,32,46
"1042","Girona","La Liga","Rodrigo Riquelme","ESP","MF,FW",76,64,40,51,57,91,92,64,99,98,33,99,66,73,91,92,99,100,98,94,89,72,93
"1043","Girona","La Liga","Joel Roca","ESP","MF,FW",7,9,13,11,9,19,22,9,47,42,25,57,84,10,10,9,20,18,52,20,22,9,35
"1044","Girona","La Liga","Oriol Romeu","ESP","MF",94,92,85,88,96,67,64,92,60,80,93,22,10,91,79,77,49,76,42,68,88,93,37
"1045","Girona","La Liga","Samuel Sáiz","ESP","MF",15,19,6,16,23,35,27,19,39,37,36,50,88,22,23,19,26,30,52,38,33,23,39
"1046","Girona","La Liga","Cristhian Stuani","URU","FW",44,25,21,20,27,46,83,25,22,7,7,36,94,22,15,14,15,13,42,61,38,26,46
"1047","Girona","La Liga","Ramón Terrats","ESP","MF",14,15,29,25,19,14,14,15,26,26,36,36,88,14,15,16,23,26,28,13,38,15,19
"1048","Girona","La Liga","Viktor Tsyhankov","UKR","MF",55,49,43,44,49,75,79,49,67,72,69,60,29,52,62,67,89,82,92,50,67,53,84
"1049","Girona","La Liga","Oscar Ureña","ESP","MF",8,6,6,7,7,14,19,6,26,37,92,10,10,7,7,5,11,7,42,20,33,7,30
"1050","Girona","La Liga","Valery","ESP","MF,DF",40,37,48,41,35,59,64,37,63,66,54,63,46,38,42,38,56,36,80,54,57,38,76
"1051","Girona","La Liga","Manu Vallejo","ESP","FW,MF",13,13,10,11,14,28,30,13,22,18,12,36,94,13,13,17,31,26,52,17,33,15,46
"1052","Girona","La Liga","Toni Villa","ESP","MF,FW",38,38,16,32,33,71,77,38,92,85,22,96,88,43,52,56,77,76,92,60,81,42,79
"1053","Hellas Verona","Serie A","Oliver Abildgaard","DEN","MF",27,23,41,39,28,22,40,23,8,18,100,10,10,18,15,14,15,23,28,26,16,19,27
"1055","Hellas Verona","Serie A","Antonín Barák","CZE","MF",3,3,6,1,5,5,6,3,13,18,65,22,74,3,3,3,6,7,28,9,16,3,9
"1056","Hellas Verona","Serie A","Jayden Braaf","NED","MF,FW",17,15,10,13,18,28,46,15,62,72,81,57,34,17,22,22,39,42,69,46,70,16,49
"1057","Hellas Verona","Serie A","Juan Cabal","COL","DF",20,23,53,49,27,11,10,24,22,32,91,10,10,22,21,26,23,26,28,20,27,21,27
"1058","Hellas Verona","Serie A","Federico Ceccherini","ITA","DF",56,54,81,72,59,40,44,54,18,26,86,22,34,47,47,54,65,54,52,46,50,48,42
"1059","Hellas Verona","Serie A","Diego Coppola","ITA","DF",48,50,76,75,50,31,32,50,22,26,65,29,74,42,42,43,37,42,28,32,22,39,27
"1061","Hellas Verona","Serie A","Paweł Dawidowicz","POL","DF",62,65,83,83,65,40,48,65,34,18,7,42,74,55,52,58,58,52,42,32,33,54,38
"1062","Hellas Verona","Serie A","Fabio Depaoli","ITA","DF",75,61,69,64,61,76,70,61,81,63,11,88,85,49,47,49,68,54,65,81,72,48,72
"1063","Hellas Verona","Serie A","Josh Doig","SCO","DF",53,50,55,60,47,69,63,50,85,84,41,84,47,44,53,52,80,71,69,78,72,43,67
"1064","Hellas Verona","Serie A","Ondrej Duda","SVK","MF",44,44,48,41,56,48,36,44,73,80,77,57,18,42,46,40,49,54,28,48,74,38,44
"1065","Hellas Verona","Serie A","Davide Faraoni","ITA","DF",55,52,71,62,53,60,61,52,49,50,52,57,78,42,33,34,42,42,52,43,33,40,51
"1066","Hellas Verona","Serie A","Adolfo Gaich","ARG","FW",32,24,33,16,27,44,61,24,52,63,83,46,25,23,20,15,26,23,65,63,54,27,52
"1067","Hellas Verona","Serie A","Koray Günter","GER","DF",41,43,80,70,44,17,34,43,22,32,91,22,21,33,34,42,31,33,28,17,16,30,16
"1068","Hellas Verona","Serie A","Thomas Henry","FRA","FW",42,31,41,18,32,59,80,31,47,32,10,65,94,29,20,16,20,36,42,91,85,38,66
"1069","Hellas Verona","Serie A","Isak Hien","SWE","DF",87,78,91,93,71,25,40,78,70,74,66,65,36,66,59,58,51,45,28,70,57,61,13
"1070","Hellas Verona","Serie A","Martin Hongla","CMR","MF",25,24,36,35,29,28,17,24,47,54,75,50,53,22,22,25,29,26,42,20,27,21,30
"1071","Hellas Verona","Serie A","Ajdin Hrustic","AUS","MF",14,14,19,14,17,25,24,14,43,37,22,57,92,13,15,15,31,33,52,32,27,13,33
"1072","Hellas Verona","Serie A","Ivan Ilić","SRB","MF",37,39,54,43,43,51,36,39,52,54,52,53,48,33,38,36,54,52,65,54,38,31,42
"1073","Hellas Verona","Serie A","Yayah Kallon","SLE","MF,FW",37,30,26,22,27,61,76,30,69,54,13,73,61,34,44,43,73,65,87,73,70,31,68
"1074","Hellas Verona","Serie A","Kevin Lasagna","ITA","FW,MF",60,38,41,33,35,68,87,38,76,68,23,79,63,38,44,42,76,69,87,92,92,39,83
"1075","Hellas Verona","Serie A","Darko Lazović","SRB","DF,MF",78,67,54,60,61,89,87,67,85,79,24,91,81,61,68,75,94,85,93,81,67,64,93
"1076","Hellas Verona","Serie A","Giangiacomo Magnani","ITA","DF",56,48,84,73,52,16,27,48,22,32,91,22,21,42,37,35,26,30,42,26,27,38,22
"1078","Hellas Verona","Serie A","Cyril Ngonge","BEL","MF,FW",30,25,21,20,27,48,50,25,71,60,17,81,89,26,27,29,49,45,75,60,59,26,54
"1080","Hellas Verona","Serie A","Roberto Piccoli","ITA","FW",12,8,16,8,7,18,36,8,18,18,22,29,92,9,8,8,15,23,42,30,33,9,27
"1081","Hellas Verona","Serie A","Panagiotis Retsos","GRE","DF",9,9,29,22,13,6,10,9,8,18,100,10,10,8,10,11,15,7,28,4,16,7,5
"1082","Hellas Verona","Serie A","Ibrahim Sulemana","GHA","MF",27,24,51,39,29,24,27,24,45,42,31,57,88,21,21,16,20,30,28,35,47,19,22
"1083","Hellas Verona","Serie A","Adrien Tameze","CMR","MF",96,80,83,77,87,65,54,80,83,86,65,81,46,73,74,67,69,81,65,82,91,71,66
"1084","Hellas Verona","Serie A","Filippo Terracciano","ITA","DF,MF",36,36,49,46,41,44,32,36,43,46,65,36,21,32,35,37,51,52,28,52,33,32,46
"1085","Hellas Verona","Serie A","Miguel Veloso","POR","MF",45,50,57,56,60,54,27,50,34,37,65,29,21,41,46,46,53,52,42,30,47,40,44
"1086","Hellas Verona","Serie A","Simone Verdi","ITA","MF,FW",44,42,24,29,46,67,60,42,87,91,70,79,26,43,51,51,74,68,59,77,89,42,64
"1087","Hellas Verona","Serie A","Deyovaisio Zeefuik","NED","DF",1,1,6,3,3,4,14,1,8,7,7,22,100,1,1,1,11,7,42,4,8,1,9
"1088","Hellas Verona","Serie A","Milan Đurić","BIH","FW",51,46,57,30,51,70,85,46,26,26,36,36,88,36,26,17,15,30,59,70,70,58,71
"1089","Hertha BSC","Bundesliga","Kevin-Prince Boateng","GHA","MF",23,28,34,35,34,38,44,28,22,18,12,36,94,25,18,15,15,13,52,38,50,28,42
"1090","Hertha BSC","Bundesliga","Jean-Paul Boëtius","NED","MF",43,43,53,55,52,43,27,43,52,50,38,53,48,38,30,29,23,30,28,61,62,40,45
"1091","Hertha BSC","Bundesliga","Oliver Christensen","DEN","GK",96,77,100,99,6,2,6,77,13,18,65,22,74,74,75,78,6,7,28,9,16,58,5
"1092","Hertha BSC","Bundesliga","Tolga Ciğerci","TUR","MF",30,39,44,50,49,37,6,39,39,42,65,42,46,29,25,22,20,26,28,38,43,35,13
"1093","Hertha BSC","Bundesliga","Márton Dárdai","GER","DF,MF",40,38,72,67,40,12,22,38,22,32,91,10,10,33,30,36,15,13,28,20,33,31,5
"1094","Hertha BSC","Bundesliga","Vladimír Darida","CZE","MF",3,3,6,6,3,7,6,3,8,18,100,10,10,2,2,3,11,13,28,20,16,2,9
"1096","Hertha BSC","Bundesliga","Chidera Ejuke","NGA","FW,MF",38,35,13,24,41,59,68,35,96,97,55,95,48,41,56,54,77,67,91,77,79,39,70
"1098","Hertha BSC","Bundesliga","Stevan Jovetić","MNE","FW,MF",38,34,36,26,40,53,74,34,58,60,53,53,34,37,33,31,48,45,78,61,54,40,59
"1099","Hertha BSC","Bundesliga","Wilfried Kanga","CIV","FW",55,33,41,21,32,62,88,33,62,54,22,73,85,28,25,22,42,30,69,82,76,37,72
"1100","Hertha BSC","Bundesliga","Marc-Oliver Kempf","GER","DF",91,87,95,95,82,27,68,87,52,63,83,42,18,78,73,74,42,18,28,48,47,76,9
"1101","Hertha BSC","Bundesliga","Jonjoe Kenny","ENG","DF",79,83,83,85,83,70,38,83,60,66,67,53,26,71,62,64,71,71,69,68,50,70,66
"1103","Hertha BSC","Bundesliga","Dodi Lukebakio","BEL","FW,MF",83,64,48,46,61,90,94,63,99,99,53,99,58,69,87,85,97,95,99,98,97,68,94
"1104","Hertha BSC","Bundesliga","Myziane Maolida","FRA","FW,MF",8,4,6,4,6,8,17,4,22,26,65,29,74,6,5,4,11,13,28,17,38,5,29
