"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"1624","Manchester Utd","Premier League","Alejandro Garnacho","ESP","FW,MF",33,57,85,58,59,85,64,70,69,85,98,89,89,96,81,85,96
"1625","Manchester Utd","Premier League","David de Gea","ESP","GK",100,29,12,27,80,55,44,51,69,36,36,41,89,87,81,85,96
"1626","Manchester Utd","Premier League","Victor Lindelöf","SWE","DF",58,32,17,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"1627","Manchester Utd","Premier League","Harry Maguire","ENG","DF",39,29,21,34,59,55,44,51,69,51,51,59,89,87,81,85,96
"1628","Manchester Utd","Premier League","Kobbie Mainoo","ENG","MF",4,20,100,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1629","Manchester Utd","Premier League","Tyrell Malacia","NED","DF",59,53,35,61,59,55,44,51,69,36,36,41,89,87,81,85,96
"1630","Manchester Utd","Premier League","Anthony Martial","FRA","FW",46,64,69,66,59,71,83,70,90,81,89,72,89,96,95,97,96
"1631","Manchester Utd","Premier League","Lisandro Martínez","ARG","DF",78,52,26,57,59,55,64,51,90,51,38,59,89,87,81,85,96
"1632","Manchester Utd","Premier League","Scott McTominay","SCO","MF",52,59,48,60,59,71,75,81,69,36,36,41,89,87,81,85,96
"1633","Manchester Utd","Premier League","Facundo Pellistri","URU","FW,MF",11,16,40,18,59,55,44,51,69,51,99,59,89,87,81,85,96
"1634","Manchester Utd","Premier League","Marcus Rashford","ENG","FW",94,96,78,94,73,100,100,92,90,98,87,96,89,99,99,97,96
"1635","Manchester Utd","Premier League","Cristiano Ronaldo","POR","FW",32,40,46,43,59,55,44,70,69,36,36,41,89,87,81,85,96
"1636","Manchester Utd","Premier League","Marcel Sabitzer","AUT","MF",35,55,74,57,73,55,64,81,69,71,86,80,89,87,81,85,96
"1637","Manchester Utd","Premier League","Jadon Sancho","ENG","FW,MF",67,94,94,98,73,89,75,51,69,93,90,94,89,99,81,85,96
"1638","Manchester Utd","Premier League","Luke Shaw","ENG","DF",88,90,64,90,93,85,64,92,69,89,70,92,89,87,81,97,96
"1639","Manchester Utd","Premier League","Raphaël Varane","FRA","DF",72,50,26,50,73,55,83,51,90,36,36,41,89,87,81,85,96
"1640","Manchester Utd","Premier League","Aaron Wan-Bissaka","ENG","DF",60,66,51,75,59,55,64,51,69,51,42,59,89,87,81,85,96
"1641","Manchester Utd","Premier League","Wout Weghorst","NED","FW,MF",41,63,78,66,59,71,75,70,90,63,68,72,89,87,81,85,96
"1642","Marseille","Ligue 1","Eric Bailly","CIV","DF",31,20,16,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1643","Marseille","Ligue 1","Cédric Bakambu","COD","MF",11,20,78,23,59,55,44,51,69,51,99,59,89,87,81,85,96
"1644","Marseille","Ligue 1","Leonardo Balerdi","ARG","DF",88,43,18,41,59,71,83,51,69,63,43,59,89,87,95,85,96
"1645","Marseille","Ligue 1","Salim Ben Seghir","FRA","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1646","Marseille","Ligue 1","Rubén Blanco","ESP","GK",29,16,14,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1647","Marseille","Ligue 1","Duje Ćaleta-Car","CRO","DF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1648","Marseille","Ligue 1","Jonathan Clauss","FRA","DF",87,97,86,98,84,92,100,51,99,97,89,98,89,87,95,85,100
"1649","Marseille","Ligue 1","Bamba Dieng","SEN","FW,MF",20,32,73,23,59,55,44,88,90,51,89,41,89,87,81,97,96
"1650","Marseille","Ligue 1","Gerson","BRA","MF",28,43,69,43,59,71,44,81,69,51,67,59,89,87,81,85,96
"1651","Marseille","Ligue 1","Samuel Gigot","FRA","DF",72,53,29,55,59,55,88,51,69,77,63,85,89,87,81,85,96
"1652","Marseille","Ligue 1","Mattéo Guendouzi","FRA","MF",75,87,72,90,73,85,75,81,99,93,84,94,89,87,81,97,100
"1653","Marseille","Ligue 1","Pape Gueye","SEN","MF,DF",30,40,50,45,59,55,44,51,69,51,62,59,89,87,81,85,96
"1654","Marseille","Ligue 1","Amine Harit","MAR","MF,FW",31,66,96,67,84,85,44,70,69,63,80,72,89,87,81,85,96
"1655","Marseille","Ligue 1","Luis Javier Suárez","COL","FW",24,34,59,34,59,71,64,51,69,63,94,59,89,87,95,85,96
"1656","Marseille","Ligue 1","Issa Kaboré","BFA","DF",45,67,76,72,73,85,44,51,69,51,48,59,89,87,81,85,96
"1657","Marseille","Ligue 1","Sead Kolašinac","BIH","DF",78,63,34,69,59,71,75,51,69,81,66,72,89,96,99,85,96
"1658","Marseille","Ligue 1","Pau López","ESP","GK",94,32,13,30,80,55,44,51,69,63,42,59,96,87,81,85,96
"1659","Marseille","Ligue 1","Ruslan Malinovskyi","UKR","MF,FW",52,84,92,74,93,89,92,97,90,81,84,72,89,87,100,85,96
"1660","Marseille","Ligue 1","Chancel Mbemba","COD","DF",92,70,34,77,59,55,83,70,69,51,37,59,89,87,81,85,96
"1661","Marseille","Ligue 1","Arkadiusz Milik","POL","FW",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1662","Marseille","Ligue 1","Azzedine Ounahi","MAR","MF,FW",15,29,88,18,59,79,64,70,69,63,99,41,89,99,81,85,96
"1663","Marseille","Ligue 1","Dimitri Payet","FRA","MF,FW",42,83,97,78,94,94,64,81,69,85,95,72,98,96,81,97,96
"1664","Marseille","Ligue 1","Valentin Rongier","FRA","MF",96,91,59,95,59,85,64,70,99,81,56,85,89,87,81,85,100
"1665","Marseille","Ligue 1","Alexis Sánchez","CHI","FW,MF",89,98,89,99,80,92,99,99,90,96,83,89,89,96,100,99,96
"1666","Marseille","Ligue 1","Nuno Tavares","POR","DF,MF",82,89,68,88,73,96,98,81,69,81,63,41,89,99,100,85,96
"1667","Marseille","Ligue 1","Souleymane Touré","FRA","DF",12,16,37,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1668","Marseille","Ligue 1","Cengiz Ünder","TUR","MF,DF",84,98,91,96,97,97,94,88,99,93,79,92,96,87,95,97,96
"1669","Marseille","Ligue 1","Jordan Veretout","FRA","MF",92,92,68,90,95,85,96,51,100,93,74,72,100,96,95,85,100
"1670","Marseille","Ligue 1","Vitinha","POR","FW",29,42,62,34,59,85,75,70,69,51,66,41,89,96,81,85,96
"1671","Milan","Serie A","Yacine Adli","FRA","MF,FW",17,23,51,23,73,55,44,51,69,51,95,59,89,87,81,85,96
"1672","Milan","Serie A","Tiemoué Bakayoko","FRA","MF",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1673","Milan","Serie A","Fodé Ballo-Touré","SEN","DF",32,36,39,30,73,71,44,70,90,51,60,41,89,96,81,85,96
"1674","Milan","Serie A","Ismaël Bennacer","ALG","MF",75,94,89,93,97,71,83,92,97,77,62,59,96,87,95,85,100
"1675","Milan","Serie A","Davide Calabria","ITA","DF",64,70,54,75,73,55,64,88,90,85,79,89,89,87,81,97,96
"1676","Milan","Serie A","Charles De Ketelaere","BEL","MF,FW",50,78,87,82,80,89,44,81,69,63,59,72,89,87,81,85,96
"1677","Milan","Serie A","Sergiño Dest","USA","DF",25,42,77,41,80,71,44,51,69,51,73,59,89,87,81,85,96
"1678","Milan","Serie A","Brahim Díaz","ESP","MF,FW",71,95,94,96,73,98,94,94,90,99,97,96,89,100,99,85,100
"1679","Milan","Serie A","Alessandro Florenzi","ITA","DF",20,38,91,30,84,55,64,70,69,36,36,41,89,87,81,85,96
"1680","Milan","Serie A","Matteo Gabbia","ITA","DF",34,26,21,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"1681","Milan","Serie A","Olivier Giroud","FRA","FW",76,81,59,83,59,55,97,88,69,85,71,80,89,87,100,85,96
"1682","Milan","Serie A","Theo Hernández","FRA","DF",90,94,75,91,96,85,96,98,90,91,73,89,98,96,81,85,96
"1683","Milan","Serie A","Zlatan Ibrahimović","SWE","FW",17,23,50,23,59,55,64,51,69,36,36,41,89,87,81,85,96
"1684","Milan","Serie A","Pierre Kalulu","FRA","DF",88,68,34,74,80,55,75,51,90,71,50,72,96,87,81,85,96
"1685","Milan","Serie A","Simon Kjær","DEN","DF",47,29,18,30,73,55,44,51,69,36,36,41,89,87,81,85,96
"1686","Milan","Serie A","Rade Krunić","BIH","MF",64,73,59,77,73,55,75,81,90,85,79,92,89,87,81,85,96
"1687","Milan","Serie A","Marko Lazetić","SRB","FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1688","Milan","Serie A","Rafael Leão","POR","FW,MF",82,98,94,98,84,100,96,98,69,99,95,99,96,99,81,97,96
"1689","Milan","Serie A","Mike Maignan","FRA","GK",72,23,12,27,59,55,44,51,69,51,40,59,89,87,81,85,96
"1690","Milan","Serie A","Junior Messias","BRA","FW,DF",59,78,74,74,73,92,92,94,90,89,87,89,89,96,81,97,96
"1691","Milan","Serie A","Divock Origi","BEL","FW",48,60,58,55,59,85,83,88,69,51,47,59,89,87,81,85,96
"1692","Milan","Serie A","Tommaso Pobega","ITA","MF",43,56,60,53,59,71,83,81,90,63,66,72,89,87,81,85,96
"1693","Milan","Serie A","Ante Rebić","CRO","FW,MF",46,69,79,67,73,71,88,92,90,71,74,80,89,87,81,85,96
"1694","Milan","Serie A","Alexis Saelemaekers","BEL","FW,DF",59,88,91,86,88,96,96,81,69,85,84,89,89,96,81,85,96
"1695","Milan","Serie A","Ciprian Tătărușanu","ROU","GK",60,34,18,34,80,55,44,51,69,63,51,72,89,87,81,85,96
"1696","Milan","Serie A","Malick Thiaw","GER","DF",55,45,29,50,59,55,64,51,69,36,36,41,89,87,81,85,96
"1697","Milan","Serie A","Fikayo Tomori","ENG","DF",90,56,24,58,80,55,44,70,90,51,37,59,89,87,81,85,96
"1698","Milan","Serie A","Sandro Tonali","ITA","MF",89,96,81,93,98,79,94,81,99,97,85,96,96,96,95,85,100
"1699","Milan","Serie A","Aster Vranckx","BEL","MF",22,23,33,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"1700","Monaco","Ligue 1","Ruben Aguilar","FRA","DF",49,50,40,51,73,55,64,70,90,63,60,72,89,87,81,85,96
"1701","Monaco","Ligue 1","Maghnes Akliouche","FRA","MF,FW",27,34,44,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"1702","Monaco","Ligue 1","Benoît Badiashile","FRA","DF",42,26,18,23,59,55,75,51,69,36,36,41,89,87,81,85,96
"1703","Monaco","Ligue 1","Eliesse Ben Seghir","FRA","FW,MF",47,64,68,66,59,79,64,88,69,63,62,72,89,87,81,85,96
"1704","Monaco","Ligue 1","Wissam Ben Yedder","FRA","FW",75,83,63,80,73,89,96,92,97,97,94,96,89,87,100,97,100
"1705","Monaco","Ligue 1","Myron Boadu","NED","FW",24,34,59,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"1706","Monaco","Ligue 1","Mohamed Camara","MLI","MF",77,76,47,82,59,71,64,81,69,91,79,94,89,87,95,85,96
"1707","Monaco","Ligue 1","Krépin Diatta","SEN","MF,FW",77,90,76,87,73,97,96,94,99,89,75,72,89,87,95,100,100
"1708","Monaco","Ligue 1","Edan Diop","FRA","DF,MF",19,26,54,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"1709","Monaco","Ligue 1","Sofiane Diop","FRA","MF",11,34,99,30,80,71,44,51,69,63,100,59,96,87,81,85,96
"1710","Monaco","Ligue 1","Axel Disasi","FRA","DF",99,62,25,66,73,55,75,51,90,85,60,89,89,87,95,85,96
"1711","Monaco","Ligue 1","Breel Embolo","SUI","FW",70,87,77,86,59,94,94,96,90,93,87,89,89,96,99,97,96
"1712","Monaco","Ligue 1","Youssouf Fofana","FRA","MF",96,91,60,95,59,92,44,81,90,96,78,97,89,87,81,97,100
"1713","Monaco","Ligue 1","Aleksandr Golovin","RUS","MF,FW",86,98,93,98,98,97,83,94,97,98,91,98,96,99,81,85,96
"1714","Monaco","Ligue 1","Ismail Jakobs","SEN","DF,FW",51,66,66,69,80,71,83,51,69,63,59,72,89,87,81,85,96
"1715","Monaco","Ligue 1","Jean Lucas","BRA","MF",24,29,43,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"1716","Monaco","Ligue 1","Soungoutou Magassa","FRA","MF",12,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1717","Monaco","Ligue 1","Guillermo Maripán","CHI","DF",77,42,19,43,59,55,75,51,69,77,60,72,89,87,99,85,96
"1718","Monaco","Ligue 1","Gelson Martins","POR","MF,FW",26,48,89,47,59,71,75,70,69,51,71,59,89,87,81,85,96
"1719","Monaco","Ligue 1","Eliot Matazo","BEL","MF",52,42,27,43,59,55,44,70,90,36,36,41,89,87,81,85,96
"1720","Monaco","Ligue 1","Chrislain Matsima","FRA","DF",29,26,27,27,59,71,44,51,69,71,94,72,89,96,81,85,96
"1721","Monaco","Ligue 1","Takumi Minamino","JPN","MF,FW",37,62,85,61,73,55,83,81,90,77,92,72,96,87,81,97,96
"1722","Monaco","Ligue 1","Alexander Nübel","GER","GK",100,36,14,37,80,55,44,51,69,51,37,59,89,87,81,85,96
"1723","Monaco","Ligue 1","Malang Sarr","FRA","DF",38,36,31,41,59,55,44,51,69,51,53,59,89,87,81,85,96
"1724","Monaco","Ligue 1","Caio Henrique Oliveira Silva","BRA","DF",93,95,74,93,98,79,64,70,90,98,88,94,100,87,81,97,96
"1725","Monaco","Ligue 1","Vanderson","BRA","DF,MF",78,86,66,88,88,89,75,51,97,91,79,92,89,99,81,85,96
"1726","Monaco","Ligue 1","Kevin Volland","GER","FW,MF",36,50,65,57,59,55,44,70,69,77,93,80,89,87,81,97,96
"1727","Montpellier","Ligue 1","Matis Carvalho","POR","GK",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1728","Montpellier","Ligue 1","Joris Chotard","FRA","MF",83,69,37,70,86,71,64,70,97,91,75,96,89,87,81,85,96
"1729","Montpellier","Ligue 1","Nicolas Cozza","FRA","DF",55,52,36,55,59,71,64,70,69,63,55,72,89,87,81,85,96
"1730","Montpellier","Ligue 1","Sacha Delaye","FRA","FW,MF",6,20,99,12,73,55,64,51,69,36,36,41,89,87,81,85,96
"1731","Montpellier","Ligue 1","Sepe Elye Wahi","FRA","FW",85,80,48,72,59,89,97,98,90,96,85,85,89,96,100,99,96
"1732","Montpellier","Ligue 1","Maxime Estève","FRA","DF",63,34,17,34,73,55,64,51,69,36,36,41,89,87,81,85,96
"1733","Montpellier","Ligue 1","Khalil Fayad","FRA","MF",38,53,65,55,80,71,64,51,69,81,95,85,89,87,95,85,96
"1734","Montpellier","Ligue 1","Cheikh Faye","SEN","FW",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1735","Montpellier","Ligue 1","Jordan Ferri","FRA","MF",91,91,64,95,73,79,64,81,69,89,68,92,96,87,81,85,96
"1736","Montpellier","Ligue 1","Valère Germain","FRA","FW,MF",37,45,47,45,59,55,75,70,69,71,84,59,89,87,95,97,96
"1737","Montpellier","Ligue 1","Axel Gueguin","FRA","FW,MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1738","Montpellier","Ligue 1","Christopher Jullien","FRA","DF",89,52,22,55,73,55,75,51,69,77,55,80,89,87,95,85,96
"1739","Montpellier","Ligue 1","Bingourou Kamara","SEN","GK",28,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1740","Montpellier","Ligue 1","Wahbi Khazri","TUN","FW,MF",65,76,63,64,92,85,92,92,90,89,84,80,89,87,100,97,96
"1741","Montpellier","Ligue 1","Boubakar Kouyaté","MLI","DF",54,42,26,45,59,55,64,51,69,36,36,41,89,87,81,85,96
"1742","Montpellier","Ligue 1","Benjamin Lecomte","FRA","GK",65,26,14,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"1743","Montpellier","Ligue 1","Léo Leroy","FRA","MF",51,64,61,66,59,71,83,70,90,89,93,94,89,87,81,85,96
"1744","Montpellier","Ligue 1","Béni Makouana","CGO","FW,MF",20,20,29,18,59,55,44,70,69,51,88,41,89,87,81,97,96
"1745","Montpellier","Ligue 1","Faitout Maouassa","FRA","FW,DF",71,84,69,81,90,92,88,81,90,93,87,97,89,87,81,85,96
"1746","Montpellier","Ligue 1","Stephy Mavididi","ENG","FW",54,76,77,64,59,96,96,94,97,77,74,80,89,96,81,85,96
"1747","Montpellier","Ligue 1","Pedro Mendes","POR","DF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1748","Montpellier","Ligue 1","Arnaud Nordin","FRA","FW",82,87,65,84,73,85,94,99,90,93,80,92,89,96,81,99,96
"1749","Montpellier","Ligue 1","Jonas Omlin","SUI","GK",52,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1750","Montpellier","Ligue 1","Falaye Sacko","MLI","DF",87,72,38,77,80,79,44,51,90,85,67,89,89,87,81,85,100
"1751","Montpellier","Ligue 1","Théo Sainte-Luce","FRA","DF",29,36,43,37,80,55,44,51,69,51,65,59,89,87,81,85,96
"1752","Montpellier","Ligue 1","Mamadou Sakho","FRA","DF",39,26,19,23,59,55,64,51,90,36,36,41,89,87,81,85,96
"1753","Montpellier","Ligue 1","Téji Savanier","FRA","MF",86,99,95,95,99,98,64,100,69,94,82,89,100,87,81,97,96
"1754","Montpellier","Ligue 1","Arnaud Souquet","FRA","DF,FW",26,29,36,34,59,55,44,51,69,36,36,41,89,87,81,85,96
"1755","Montpellier","Ligue 1","Issiaga Sylla","GUI","DF",56,76,75,82,80,71,75,51,69,77,74,80,89,87,95,85,96
"1756","Montpellier","Ligue 1","Enzo Tchato","CMR","DF",50,56,47,60,59,71,44,70,90,63,59,72,89,87,81,85,96
"1757","Monza","Serie A","Valentin Antov","BUL","DF",24,20,22,23,59,55,44,51,69,51,75,59,89,87,81,85,96
"1758","Monza","Serie A","Andrea Barberis","ITA","MF",26,40,71,43,73,55,44,51,69,63,92,59,96,87,81,85,96
"1759","Monza","Serie A","Samuele Birindelli","ITA","DF",58,69,61,75,59,79,75,70,69,77,71,85,89,87,81,85,96
"1760","Monza","Serie A","Warren Bondo","FRA","MF",11,23,94,18,59,55,44,81,69,36,36,41,89,87,81,85,96
"1761","Monza","Serie A","Luca Caldirola","ITA","DF",80,43,19,50,59,55,44,51,69,51,38,59,89,87,81,85,96
"1762","Monza","Serie A","Gianluca Caprari","ITA","MF,FW",83,92,74,92,93,92,88,70,69,96,86,96,98,87,81,97,96
"1763","Monza","Serie A","Andrea Carboni","ITA","DF",18,23,44,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"1764","Monza","Serie A","Franco Carboni","ITA","DF,FW",11,16,38,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1765","Monza","Serie A","Carlos","BRA","DF",96,85,46,88,84,85,75,81,90,93,73,96,89,87,95,85,96
"1766","Monza","Serie A","Patrick Ciurria","ITA","DF,MF",90,90,61,85,94,89,94,81,90,77,53,80,96,87,81,85,96
"1767","Monza","Serie A","Andrea Colpani","ITA","MF",43,70,86,64,88,85,83,88,69,63,65,59,89,87,81,97,96
"1768","Monza","Serie A","Alessio Cragno","ITA","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1769","Monza","Serie A","Marco D'Alessandro","ITA","DF,FW",24,36,67,39,59,55,44,70,69,51,77,59,89,87,81,85,96
"1770","Monza","Serie A","Michele Di Gregorio","ITA","GK",99,23,11,27,59,55,44,51,69,51,37,59,89,87,81,85,96
"1771","Monza","Serie A","Giulio Donati","ITA","DF",28,26,28,23,73,55,44,70,69,36,36,41,89,87,81,85,96
"1772","Monza","Serie A","Christian Gytkjær","DEN","FW,MF",33,38,41,39,59,55,75,51,69,63,77,59,89,87,95,85,96
"1773","Monza","Serie A","Armando Izzo","ITA","DF",84,62,30,66,59,55,64,70,97,51,38,41,89,87,81,97,96
"1774","Monza","Serie A","Pablo Marí","ESP","DF",84,46,20,51,73,55,44,51,69,36,36,41,89,87,81,85,96
"1775","Monza","Serie A","Marlon","BRA","DF",64,34,17,37,59,55,64,51,69,36,36,41,89,87,81,85,96
"1776","Monza","Serie A","Luca Marrone","ITA","DF",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1777","Monza","Serie A","Salvatore Molina","ITA","DF",21,29,54,34,59,55,44,51,69,51,84,59,89,87,81,85,96
"1778","Monza","Serie A","Dany Mota","POR","FW,MF",71,85,72,85,59,92,94,92,69,89,79,59,89,99,95,99,96
"1779","Monza","Serie A","Pepín","EQG","MF",51,57,48,64,59,55,44,70,69,71,69,80,89,87,81,85,96
"1780","Monza","Serie A","Matteo Pessina","ITA","MF",94,90,59,92,73,79,44,97,97,96,80,97,89,96,81,97,96
"1781","Monza","Serie A","Andrea Petagna","ITA","FW",65,74,60,77,59,85,88,70,69,85,78,80,89,96,95,97,96
"1782","Monza","Serie A","Andrea Ranocchia","ITA","DF",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1783","Monza","Serie A","Filippo Ranocchia","ITA","MF",32,53,81,41,86,71,92,70,69,51,60,59,89,87,81,85,96
"1784","Monza","Serie A","Nicolò Rovella","ITA","MF",66,82,72,83,88,71,64,81,99,81,73,80,96,87,81,85,100
"1785","Monza","Serie A","Stefano Sensi","ITA","MF",65,88,85,83,97,55,75,92,90,91,87,94,89,87,81,97,96
"1786","Monza","Serie A","Mattia Valoti","ITA","MF,FW",29,34,39,30,59,55,44,70,97,36,36,41,89,87,81,85,96
"1787","Monza","Serie A","Samuele Vignato","ITA","MF,FW",11,16,41,18,59,55,44,51,69,51,99,59,89,87,81,85,96
"1788","Nantes","Ligue 1","Mohamed Achi","FRA","FW",9,16,67,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1789","Nantes","Ligue 1","Dennis Appiah","FRA","DF,MF",40,42,36,41,73,79,44,51,69,51,50,59,89,87,81,85,96
"1790","Nantes","Ligue 1","Stredair Appuah","FRA","DF,MF",10,32,99,34,59,71,44,51,69,51,99,59,89,87,81,85,96
"1791","Nantes","Ligue 1","Ludovic Blas","FRA","MF,FW",91,98,90,97,97,99,98,88,69,89,68,80,99,87,95,85,96
"1792","Nantes","Ligue 1","Jean-Charles Castelletto","CMR","DF",86,59,27,63,59,71,64,51,90,36,36,41,89,87,81,85,96
"1793","Nantes","Ligue 1","Fabien Centonze","FRA","DF",67,70,51,72,84,71,44,92,69,71,59,72,89,87,81,97,96
"1794","Nantes","Ligue 1","Pedro Chirivella","ESP","MF",73,80,60,88,59,79,44,51,90,71,55,80,89,87,81,85,96
"1795","Nantes","Ligue 1","Marcus Coco","FRA","FW,MF",34,50,70,55,59,79,44,51,69,36,36,41,89,87,81,85,96
"1796","Nantes","Ligue 1","Sébastien Corchia","FRA","DF",40,48,47,47,80,71,44,51,90,77,89,85,89,87,81,85,96
"1797","Nantes","Ligue 1","Andy Delort","ALG","FW",30,43,63,45,59,55,64,70,69,36,36,41,89,87,81,85,96
"1798","Nantes","Ligue 1","Rémy Descamps","FRA","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1799","Nantes","Ligue 1","Lohann Doucet","FRA","MF,FW",14,32,97,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"1800","Nantes","Ligue 1","Fábio","BRA","DF,MF",21,40,90,45,59,55,44,51,69,51,84,59,89,87,81,85,96
"1801","Nantes","Ligue 1","Ignatius Ganago","CMR","FW,MF",60,64,47,58,59,55,92,94,90,89,87,85,89,87,95,97,100
"1802","Nantes","Ligue 1","Andrei Girotto","BRA","DF,MF",97,67,30,72,73,55,83,51,90,81,56,80,96,87,95,85,96
"1803","Nantes","Ligue 1","Evann Guessand","FRA","FW,MF",54,64,55,57,59,94,83,88,69,77,74,80,89,96,81,85,96
"1804","Nantes","Ligue 1","Jaouen Hadjam","ALG","DF",40,59,71,61,73,85,44,51,69,51,51,59,89,87,81,85,96
"1805","Nantes","Ligue 1","Abdoul Kader Bamba","FRA","FW,MF",12,23,85,23,73,55,44,51,69,36,36,41,89,87,81,85,96
"1806","Nantes","Ligue 1","Alban Lafont","FRA","GK",99,32,13,34,73,55,44,51,69,36,36,41,89,87,81,85,96
"1807","Nantes","Ligue 1","Quentin Merlin","FRA","DF",68,86,78,78,96,85,83,81,69,71,59,72,96,87,81,85,96
"1808","Nantes","Ligue 1","Mostafa Mohamed","EGY","FW",73,72,47,66,59,85,97,92,69,85,74,85,89,87,95,97,96
"1809","Nantes","Ligue 1","Florent Mollet","FRA","MF",48,81,92,71,95,71,88,94,69,71,71,72,96,87,81,85,96
"1810","Nantes","Ligue 1","Samuel Moutoussamy","COD","MF",82,82,54,87,59,79,44,81,97,81,63,85,89,87,81,97,96
"1811","Nantes","Ligue 1","Nicolas Pallois","FRA","DF",79,40,17,39,59,71,64,51,90,36,36,41,89,87,81,85,96
"1812","Nantes","Ligue 1","Moses Simon","NGA","FW,MF",82,94,81,93,93,96,96,81,69,77,56,85,89,87,81,85,96
"1813","Nantes","Ligue 1","Moussa Sissoko","FRA","MF",72,70,45,77,59,55,83,51,69,51,40,59,89,87,81,85,96
"1814","Nantes","Ligue 1","Charles Traore","MLI","DF",28,23,23,27,59,55,44,51,69,51,66,59,89,87,81,85,96
"1815","Nantes","Ligue 1","João Victor","BRA","DF",39,29,22,30,59,55,64,51,69,51,51,59,89,87,81,85,96
"1816","Nantes","Ligue 1","Nathan Zeze","FRA","DF",11,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1817","Napoli","Serie A","Bartosz Bereszyński","POL","DF",17,20,35,23,59,55,44,51,69,51,94,59,89,87,81,85,96
"1818","Napoli","Serie A","Diego Demme","GER","MF",16,20,38,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1819","Napoli","Serie A","Giovanni Di Lorenzo","ITA","DF",98,98,79,99,88,71,94,88,99,97,82,99,89,87,81,85,96
"1820","Napoli","Serie A","Elif Elmas","MKD","FW,MF",63,85,81,84,90,94,75,81,69,94,94,94,96,96,95,85,96
"1821","Napoli","Serie A","Gianluca Gaetano","ITA","MF",10,23,96,23,59,55,64,51,69,51,99,59,89,87,81,85,96
"1822","Napoli","Serie A","Pierluigi Gollini","ITA","GK",26,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1823","Napoli","Serie A","Juan Jesus","BRA","DF",45,45,36,45,59,55,75,51,90,51,48,59,89,87,81,85,96
"1824","Napoli","Serie A","Khvicha Kvaratskhelia","GEO","FW",85,99,95,99,84,100,100,97,97,100,98,98,96,99,100,100,96
"1825","Napoli","Serie A","Stanislav Lobotka","SVK","MF",96,90,54,92,73,71,75,94,99,91,69,92,96,87,95,85,96
"1826","Napoli","Serie A","Hirving Lozano","MEX","FW",64,90,88,91,59,96,88,81,99,91,88,94,89,87,95,85,96
"1827","Napoli","Serie A","Alex Meret","ITA","GK",96,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1828","Napoli","Serie A","Kim Min-jae","KOR","DF",96,72,33,80,59,55,64,51,97,71,47,72,89,87,95,85,96
