"","Squad_1","Squad_2","Comp_1","Comp_2","Player","Mins_Per_90","CrdY","CrdR","X2CrdY","Fls","Fld","Off","Crs","Int","TklW","PKwon","PKcon","OG","Recov","Won_Aerial","Lost_Aerial","Won_percent_Aerial"
"144","Dijon","Rennes","Ligue 1","Ligue 1","Alfred Gomis",14,18,0,0,6,5,0,0,13.5,3,0,14,0,12.5,5,0,0
"145","Udinese","Atalanta","Serie A","Serie A","Ali Adnan Kadhim",-50,-54,0,0,-48,-54,-18,-32,-60,-74,0,0,-5,-54,-55,-59,9
"146","Benevento","Betis","Serie A","La Liga","Alin Toșca",-25,-18,0,0,3,-30,0,16,-20,3,0,0,5,-29,-34,-18,2
"147","Roma","Liverpool","Serie A","Premier League","Alisson",-3.59999999999999,-7.2,2.2,0,-2.4,-1.4,0,0,-8,4.6,0,2.8,1,1,10.4,5.6,-4.8
"148","Eint Frankfurt","Napoli","Bundesliga","Serie A","Allan",63.3333333333333,32.3333333333333,0,0,62.6666666666667,58.3333333333333,0,27.6666666666667,65.6666666666667,62.6666666666667,0,0,0,72.6666666666667,35,33,27.6666666666667
"149","Napoli","Everton","Serie A","Premier League","Allan",-2.33333333333333,17.6666666666667,5.5,0,-3.66666666666667,-11.3333333333333,0,-16.6666666666667,-5.66666666666667,2.33333333333333,5,0,0,6.83333333333333,-10.5,-8.5,-14.6666666666667
"150","West Brom","Leganés","Premier League","La Liga","Allan Nyom",-16,0,11,0,23,0,37,-6,-10,-15,0,-14,0,-21,3,-4,10
"151","Leganés","Getafe","La Liga","La Liga","Allan Nyom",-3.66666666666666,-13.3333333333333,-3.33333333333333,0,-18,-13.3333333333333,-20,-12,-17,-20.3333333333333,0,0,0,-6.66666666666666,-3.33333333333333,5,2.33333333333333
"152","Monaco","Nice","Ligue 1","Ligue 1","Allan Saint-Maximin",83.5,25,0,0,33.5,81,24.5,64.5,32.5,37.5,12,0,0,69,55,45.5,38
"153","Nice","Newcastle Utd","Ligue 1","Premier League","Allan Saint-Maximin",-20.25,-4,0,0,8,-8.5,-5,-12.5,-0.25,-8,-12,3.5,0,-7,-22.5,-19.75,-2.25
"154","Monaco","Eint Frankfurt","Ligue 1","Bundesliga","Almamy Touré",-1.8,0.799999999999997,0,0,-13.6,-4.3,2.1,2.7,-11.1,-7.9,0,-4.2,0,5.4,-0.600000000000001,10.2,-19.8
"155","Paris S-G","Real Madrid","Ligue 1","La Liga","Alphonse Areola",-62,9,0,0,6,-8.5,0,0,0,-3,0,14,0,-33,-14.5,-3.5,7.5
"156","Real Madrid","Fulham","La Liga","Premier League","Alphonse Areola",78,14,0,0,-6,23,0,0,8,0,0,-14,0,22,40,7,-6
"157","Caen","Reims","Ligue 1","Ligue 1","Aly Ndom",16,0,0,0,21,11,0,7,11,36,0,0,0,15,40,24,52
"158","Atalanta","Manchester Utd","Serie A","Premier League","Amad Diallo",10,-18,0,0,4,9,0,0,0,16,0,0,0,13,0,11,-76
"159","Napoli","Roma","Serie A","Serie A","Amadou Diawara",3,0,3.66666666666667,2,6.16666666666666,9.83333333333334,0,-8.16666666666667,-1,10,0,0,0,-6.83333333333334,-1.66666666666667,-2.66666666666667,16.3333333333333
"160","Lille","Everton","Ligue 1","Premier League","Amadou Onana",32,42,-11,0,11,18,0,18,6,7,0,0,0,17,22,32,-3
"161","Getafe","Mallorca","La Liga","La Liga","Amath",-3.5,3.83333333333333,5.5,0,9,5.33333333333333,16.3333333333333,8.33333333333334,-8.66666666666666,4.33333333333334,5,0,0,-7,-7.33333333333334,5.66666666666666,-33.6666666666667
"162","Benevento","Parma","Serie A","Serie A","Amato Ciciretti",-25,0,0,0,-21,-36,0,-46,-10,-33,0,0,0,-26,-10,-29,6
"163","Napoli","Eint Frankfurt","Serie A","Bundesliga","Amin Younes",34,43,0,0,52,34,28.5,43.5,39,30.5,0,0,0,36.5,0,30.5,-14
"164","Toulouse","Leverkusen","Ligue 1","Bundesliga","Amine Adli",48,20,6,0,66,79.5,41,25.5,27.5,44,6,7,0,45,49.5,66,-29.5
"165","Lyon","Nice","Ligue 1","Ligue 1","Amine Gouiri",58,35,0,0,51,50,29,52,18,31,10,0,0,41,40,35,40.3333333333333
"166","Nice","Rennes","Ligue 1","Ligue 1","Amine Gouiri",18,9,0,0,25,0,16,-23,10,31,-10,0,0,18,26,38,-20.3333333333333
"167","Schalke 04","Marseille","Bundesliga","Ligue 1","Amine Harit",-30.5,-22,0,0,-22.25,-25.75,-7.75,1.25,-22.25,-14.5,-11.25,0,0,-33.25,-16.75,-14.5,-7.5
"168","Hellas Verona","Napoli","Serie A","Serie A","Amir Rrahmani",-25,-19.3333333333333,0,0,-36.6666666666667,-8.33333333333334,-12,-38.3333333333333,-24.3333333333333,-32.6666666666667,4,0,0,-21.6666666666667,-13,-8,-16.6666666666667
"169","Arminia","Werder Bremen","Bundesliga","Bundesliga","Amos Pieper",-14.5,25,0,0,16.5,-8.5,27,22,-13.5,-3.5,0,5,0,-1,1.5,-17,27
"170","Stuttgart","Reims","Bundesliga","Ligue 1","Anastasios Donis",-20.3333333333333,-30,7.33333333333333,0,-23.3333333333333,-32.1666666666667,-2.66666666666667,-14.5,-27.8333333333333,-32.3333333333333,0,0,0,-18.3333333333333,-19.1666666666667,-33.6666666666667,25.1666666666667
"171","Eibar","Athletic Club","La Liga","La Liga","Ander Capa",-18.75,3,0,0,-15,-0.75,-15.75,-17.5,-32.75,-27.75,0,3.5,0,-16.25,-11,3.75,-9.5
"172","Manchester Utd","Paris S-G","Premier League","Ligue 1","Ander Herrera",-6,-24.8333333333333,0,0,-18.8333333333333,-34.6666666666667,3.5,-2.83333333333334,-25.8333333333333,-14.6666666666667,0,-7,0,-15.6666666666667,-11.1666666666667,-17,20.6666666666667
"173","Paris S-G","Athletic Club","Ligue 1","La Liga","Ander Herrera",-17,21.3333333333333,11,0,10.3333333333333,6.66666666666666,-17,-7.66666666666666,-9.66666666666666,-23.3333333333333,0,0,0,-14.3333333333333,11.6666666666667,0,20.3333333333333
"174","Athletic Club","Espanyol","La Liga","La Liga","Ander Iturraspe",-22.5,-26,0,0,-23,-29.5,0,-35.5,-44,-44,0,-7,0,-29.5,-14,-11.5,-22
"175","Arminia","Mainz 05","Bundesliga","Bundesliga","Anderson Lucoqui",-27,-29,0,0,-19,-29,0,-8,-26,-31,0,0,0,-32,-34,-41,14
"176","Brighton","Augsburg","Premier League","Bundesliga","Andi Zeqiri",30,32,0,0,46,40,49,2,14,19,0,0,0,25,30,58,-13
"177","Marseille","Fulham","Ligue 1","Premier League","Andre-Frank Zambo Anguissa",-11.5,-5,5.5,3,-17,-24,13.5,-16.5,-6.5,-10,0,0,0,-11.5,-15.5,-5,-22.5
"178","Fulham","Villarreal","Premier League","La Liga","Andre-Frank Zambo Anguissa",14.5,17,-5.5,-3,12,18,-13.5,10.5,1.5,8,0,0,0,7.5,16.5,7,24.5
"179","Villarreal","Napoli","La Liga","Serie A","Andre-Frank Zambo Anguissa",-4,-13.5,0,0,-3,-3.5,13.5,5.5,-8,-12,5,0,0,-4.5,-15.5,-22,-6.5
"180","Crotone","Monza","Serie A","Serie A","Andrea Barberis",-76,-18,0,0,-68,-52,-18,-52,-50,-74,0,0,0,-75,-66,-74,15
"181","Torino","Roma","Serie A","Serie A","Andrea Belotti",-41.6,-43.8,0,0,-28.4,-11.2,-8.40000000000001,-20,-13.6,-29,-11,-2.8,-1,-34.2,-15.8,-4.8,-13.4
"182","Genoa","Sampdoria","Serie A","Serie A","Andrea Bertolacci",-67,-26,-11,0,-65,-46,0,-35,-68,-67,0,0,0,-65,-31,-34,11
"183","Genoa","Bologna","Serie A","Serie A","Andrea Cambiaso",8,-29,-11,-6,6,21,22,-4,3,16,0,0,0,2,-14,11,-11
"184","Cagliari","Monza","Serie A","Serie A","Andrea Carboni",-35.3333333333333,-53,-4,-2,-31,-18.6666666666667,0,-13.3333333333333,-30.3333333333333,-40.6666666666667,0,-4.66666666666667,-1.66666666666667,-32,-54,-33,-60
"185","Milan","Parma","Serie A","Serie A","Andrea Conti",9.5,15,0,0,8.25,7.5,-9,20,15.5,11.5,0,-3.5,0,9.5,3,6,-2
"186","Parma","Sampdoria","Serie A","Serie A","Andrea Conti",-20,-26,0,0,-25,-13,0,-51,-20,-28,0,0,0,-26,-31,-13,-42
"187","Genoa","Hellas Verona","Serie A","Serie A","Andrea Favilli",-2,-9,0,0,-5.5,-0.5,18.5,-7,0,-12,-5,0,0,-4.5,1,19,-34.5
"188","Lecce","Empoli","Serie A","Serie A","Andrea La Mantia",-2,-18,0,0,-28,-27,0,0,-24,0,10,-14,0,0,-6,2,-9
"189","Atalanta","Genoa","Serie A","Serie A","Andrea Masiello",-6.33333333333334,8,0,0,-9.66666666666667,-6,-16.3333333333333,4.33333333333334,-5.33333333333333,-6,-3.33333333333333,0,-1.66666666666667,-5.33333333333333,-8.33333333333333,2,-12
"190","Atalanta","SPAL","Serie A","Serie A","Andrea Petagna",35,0.5,0,0,22,7.5,1,9,-7.5,7,-5,-14,0,9,18,29.5,-19.5
"191","SPAL","Napoli","Serie A","Serie A","Andrea Petagna",-61,-57.5,0,0,-39,-36,-10.5,-44.5,-11.5,-15,-5,0,0,-35.5,-22.5,-31,11
"192","Napoli","Monza","Serie A","Serie A","Andrea Petagna",27,23,0,0,22,21.5,10.5,5.5,15,15,10,14,0,16.5,15.5,15.5,10.5
"193","Frosinone","Genoa","Serie A","Serie A","Andrea Pinamonti",16,-14,0,0,8,13,6,13,12,19,10,0,0,-4,3,0,5
"194","Genoa","Inter","Serie A","Serie A","Andrea Pinamonti",-65,-18,0,0,-72,-61,-33,-43,-30,-45,-10,0,0,-39,-76,-81,24
"195","Inter","Empoli","Serie A","Serie A","Andrea Pinamonti",80,54,0,0,66,62,34,47,24,26,10,0,0,42,78,82,-28
"196","Empoli","Sassuolo","Serie A","Serie A","Andrea Pinamonti",-18,-10,11,0,-18,-14,-7,-12,-18,4,0,0,0,-19,-15,-2,-9
"197","Inter","Monza","Serie A","Serie A","Andrea Ranocchia",-18.2,-33.2,0,0,-15.8,-15.4,-7.2,-1.4,-29.2,-19.8,0,0,-1,-21.2,-47.8,-15.4,-56.2
"198","Lecce","Crotone","Serie A","Serie A","Andrea Rispoli",-38,-12,0,0,-33,-26,0,-19,-47,-42,0,0,0,-50,-41,-19,-46
"199","Chelsea","Barcelona","Premier League","La Liga","Andreas Christensen",7.6,3.4,-2.2,0,13.2,-2.2,-3.6,5.6,-1.8,11.2,0,0,5,4.59999999999999,-0.599999999999994,-14,11.8
"200","Atalanta","Bordeaux","Serie A","Ligue 1","Andreas Cornelius",-4,54,0,0,21,-5,0,-17,-6,-17,0,0,0,-6,6,-1,17
"201","Bordeaux","Parma","Ligue 1","Serie A","Andreas Cornelius",27.5,-18,0,0,0,25,-3,7,3,14,10,0,0,16,4,6,6.5
"202","Augsburg","Union Berlin","Bundesliga","Bundesliga","Andreas Luthe",61,31,0,0,6,10.5,0,0,0,3,0,14,0,31,20,0,0
"203","Valencia","Manchester Utd","La Liga","Premier League","Andreas Pereira",-2,-8.5,0,0,-3,-24.5,7.5,-15,-5,-15.5,0,0,0,2.5,-18.5,19.5,-50.5
"204","Manchester Utd","Lazio","Premier League","Serie A","Andreas Pereira",-16,17.5,11,6,-16,-5.5,7.5,10,-29,-36.5,0,14,0,-20.5,-16.5,0.5,-4.5
"205","Lazio","Fulham","Serie A","Premier League","Andreas Pereira",63,2,-11,-6,47,43,-6,16,21,36,0,0,0,44,25,10,7
"206","Arminia","Union Berlin","Bundesliga","Bundesliga","Andreas Voglsammer",-4,0,0,0,5,5,13,3,-5,3,0,0,0,-13,-5,4,-19
"207","Benevento","Lorient","Serie A","Ligue 1","Andrew Gravillon",71,44,11,0,42,69,0,34,66,50,0,17,5,79,77,74,34
"208","Lorient","Reims","Ligue 1","Ligue 1","Andrew Gravillon",-19.5,15,-5,3,14,-24,0,13.5,-18.5,-5.5,0,-10,-5,-22.5,-24.5,-35,4
"209","Reims","Torino","Ligue 1","Serie A","Andrew Gravillon",-39.5,-27,-6,-3,-36,-50,0,-29.5,-28.5,-34.5,0,-7,0,-46.5,-31.5,-31,3
"210","Genoa","Spezia","Serie A","Serie A","Andrey Galabinov",-22,-32,0,0,-48,-31,-18,-17,-14,-17,-10,0,0,-25,-44,-37,-22
"211","Dortmund","West Ham","Bundesliga","Premier League","Andriy Yarmolenko",-15.75,31.5,0,0,-27.25,-39.25,-8,-23,-19.25,-27.5,0,0,0,-11.5,-16.25,-16.25,10.25
"212","Crystal Palace","Everton","Premier League","Premier League","Andros Townsend",-25,28.5,0,0,-9.25,-0.5,-15.25,-2,-22.25,-20.25,-5.5,14,0,-26.5,13.25,9,5.25
"213","Swansea City","West Ham","Premier League","Premier League","André Ayew",-2,-12,0,0,-30,-4,0,0,-3,10,-10,0,0,7,-14,1,-15
"214","West Ham","Nott'ham Forest","Premier League","Premier League","André Ayew",-19,-14,0,0,-9,-23,-15,-25,-23,-33,0,0,0,-32,-5,-28,18
"215","Barcelona","Everton","La Liga","Premier League","André Gomes",23.25,38,0,0,31.75,30.25,-26.25,22.25,11.5,6.5,0,7,0,36.25,11,20.25,-17
"216","Everton","Lille","Premier League","Ligue 1","André Gomes",7.75,10,0,0,10.25,2.75,11.25,-3.25,3.5,8.5,0,-7,0,9.75,1,-8.25,13
"217","Hamburger SV","Augsburg","Bundesliga","Bundesliga","André Hahn",2.2,53.8,2.2,1.2,-12,-9.4,-5.8,-8.2,7,-16.2,4,0,0,7.2,-14.4,-16.8,1.2
"218","Dortmund","Fulham","Bundesliga","Premier League","André Schürrle",12,32,0,0,10,9,0,-5,3,0,0,0,0,19,-5,-7,1
"219","Milan","Sevilla","Serie A","La Liga","André Silva",53,45,0,0,54,38.5,30,23,7.5,10,12,0,0,33,57,50,18
"220","Sevilla","Eint Frankfurt","La Liga","Bundesliga","André Silva",-0.5,-36,0,0,-38,-2,0,0.5,8,-12,-0.5,0,0,3,-5,-2,-0.5
"221","Eint Frankfurt","RB Leipzig","Bundesliga","Bundesliga","André Silva",-6,13,0,0,19,8,-2,-11.5,-10.5,20,-11.5,0,0,-3,-15.5,-8.5,-8.5
"222","Villarreal","Huesca","La Liga","La Liga","Andrés Fernández",34.6666666666667,-16.6666666666667,0,0,-2,18,0,0,0,0,0,-4.66666666666667,0,7.33333333333333,5,7,-9
"223","West Ham","Newcastle Utd","Premier League","Premier League","Andy Carroll",-3.5,-31,-6,-3,-9.5,3,2,-9,-4,-2.5,0,0,0,-7,2.5,-8.5,14.5
"224","Toulouse","Montpellier","Ligue 1","Ligue 1","Andy Delort",-11,-18.75,0,0,-18,-8.25,-13.75,-8.5,-27.75,-9.5,2.5,-17,0,-6,-13,-16.5,6.5
"225","Montpellier","Nice","Ligue 1","Ligue 1","Andy Delort",-10.5,-20.25,0,0,-19.5,-7.25,8.25,-13.5,6.75,-19.5,2.5,0,0,-11.5,0,0.5,-3
"226","Nice","Nantes","Ligue 1","Ligue 1","Andy Delort",-34.5,-22,0,0,-24.5,-40.5,-10.5,-9,-23,2,-5,0,0,-19.5,-36,-23,-27.5
"227","Leicester City","Swansea City","Premier League","Premier League","Andy King",6,0,0,0,-3,4,-18,7,3,19,-10,0,0,5,-16,-5,-22
"228","Manchester City","RB Leipzig","Premier League","Bundesliga","Angeliño",44,18,0,0,37,57.6666666666667,38,15.3333333333333,28,42,0,0,0,42.3333333333333,11,30.6666666666667,-24.3333333333333
"229","RB Leipzig","Hoffenheim","Bundesliga","Bundesliga","Angeliño",21,-4,0,0,-10,5.33333333333333,6,2.66666666666667,-1,15,0,0,0,12.6666666666667,12,9.33333333333334,5.33333333333333
"230","Angers","Lens","Ligue 1","Ligue 1","Angelo Fulgini",-37.2,-47.2,-2.2,-1.2,-35.2,-14.4,-25.4,-1.59999999999999,-24,-26.4,-4,0,0,-36,-36,-29,-20.8
"231","Lens","Mainz 05","Ligue 1","Bundesliga","Angelo Fulgini",-9,18,0,0,-8,-22,18,-37,-9,-7,0,0,0,-10,0,-5,3
"232","Southampton","Norwich City","Premier League","Premier League","Angus Gunn",-6,0,0,0,0,-11,0,0,0,-3,0,0,0,0.5,0,7,-15
"233","Dortmund","Eint Frankfurt","Bundesliga","Bundesliga","Ansgar Knauff",34,9,0,0,25,36,13.5,41,42.5,56.5,5,0,0,50,22,37,-44.5
"234","Crotone","Mallorca","Serie A","La Liga","Ante Budimir",31,5,0,0,5,5,-1,10,3,-10,10,0,0,1,3,1,2
"235","Mallorca","Osasuna","La Liga","La Liga","Ante Budimir",-27.3333333333333,-27.3333333333333,0,0,-10.3333333333333,-17.3333333333333,-0.333333333333329,-7.66666666666666,-15.3333333333333,-13,-3.33333333333333,0,0,-3.66666666666666,-1.66666666666667,-1.66666666666667,15.6666666666667
"236","Eint Frankfurt","Milan","Bundesliga","Serie A","Ante Rebić",1.91666666666666,2.25,-0.916666666666671,-2,-2.91666666666667,-3.41666666666666,3.41666666666667,21.1666666666667,-1.83333333333334,-1,-0.0833333333333286,0,0,0.833333333333336,0,-6.58333333333333,12.3333333333333
"237","Strasbourg","Mainz 05","Ligue 1","Bundesliga","Anthony Caci",1.25,36,0,0,-11,-6.75,-11.25,7.25,10,5,0,10.5,0,9.75,1.25,11.25,-13.75
"238","Everton","Newcastle Utd","Premier League","Premier League","Anthony Gordon",-13.5,-12,0,0,-14.5,-16,-10.5,-5.5,-17.75,-5.25,-3,0,0,-11.5,-26.25,-28.5,-19
"239","Girona","Cádiz","La Liga","La Liga","Anthony Lozano",28.8333333333333,39.3333333333333,-5.5,0,17.8333333333333,40.3333333333333,9.5,10,7.83333333333333,-4.33333333333333,2.66666666666667,0,0,18.8333333333333,21,29,-13.1666666666667
"240","Manchester Utd","Sevilla","Premier League","La Liga","Anthony Martial",-27.8333333333333,6.66666666666666,-1.83333333333333,0,-20,-20.6666666666667,-43,-11.5,-13.3333333333333,-18,-7.5,0,0,-25.5,-17.8333333333333,-24.8333333333333,-1.16666666666666
"241","Köln","Saint-Étienne","Bundesliga","Ligue 1","Anthony Modeste",-31.3333333333333,-12,0,0,-32.3333333333333,-42.6666666666667,-44,-9.33333333333334,-7.66666666666667,-10.3333333333333,-3.33333333333333,-4.66666666666667,0,-24,-34,-28.3333333333333,-23.3333333333333
"242","Saint-Étienne","Dortmund","Ligue 1","Bundesliga","Anthony Modeste",17,36,0,0,23,19,42,0,14,14,0,0,0,16,29,35,2
"243","Mainz 05","Union Berlin","Bundesliga","Bundesliga","Anthony Ujah",-1.5,-16,0,0,6,-4,-18.5,1,5.5,5,0,0,0,6,-14.5,-12,1.5
"244","Atlético Madrid","Barcelona","La Liga","La Liga","Antoine Griezmann",-21.4166666666667,-23.0833333333333,-2.75,0,-29.6666666666667,-26,-15.5833333333333,-34.6666666666667,-9.33333333333334,-15.3333333333333,1.5,0,0,-25.25,-21.8333333333333,-37.9166666666667,17.3333333333333
"245","Nîmes","Angers","Ligue 1","Ligue 1","Antonin Bobichon",-25.5,-16,0,0,-29.5,-2.5,4.5,-20,-15.5,-17.75,2.5,0,0,-24.75,-13.25,-19.5,2.75
"246","Empoli","Sampdoria","Serie A","Serie A","Antonino La Gumina",-28,-18,0,0,-37.5,-41.5,-29.5,4,-19.5,-14.5,-10,0,0,-14,-22.5,-12.5,-19
"247","Betis","Elche","La Liga","La Liga","Antonio Barragán",9.5,10.5,0,0,8,15.1666666666667,-4.83333333333333,-2.83333333333333,21.8333333333333,2.33333333333334,5,6.16666666666667,0,5.5,3.16666666666666,-5.33333333333334,21.3333333333333
"248","Torino","Monaco","Serie A","Ligue 1","Antonio Barreca",4,0,-11,0,8,19,-27,8,6,0,0,-14,0,2,11,25,-43
"249","Monaco","Genoa","Ligue 1","Serie A","Antonio Barreca",16,0,0,0,16,-10,33,21,-24,-3,0,0,0,-3,-8,5,-21
"250","Genoa","Fiorentina","Serie A","Serie A","Antonio Barreca",-37,0,0,0,-34,-20,-15,-31,-8,-30,0,14,0,-21,-17,-30,48
"251","Inter","Sampdoria","Serie A","Serie A","Antonio Candreva",30.1666666666667,3.66666666666666,5.5,0,6.66666666666666,22.8333333333333,2.16666666666667,3.66666666666667,11.5,36.3333333333333,1.66666666666667,0,0,33,4.16666666666667,10.5,-15.6666666666667
"252","Sampdoria","Salernitana","Serie A","Serie A","Antonio Candreva",-3.5,2,5.5,6,-25,-1.5,-3.5,-1,-1.5,-27,-5,14,0,-12,-2.5,-8.5,11
"253","Bologna","Roma","Serie A","Serie A","Antonio Mirante",-58.3333333333333,-50.3333333333333,0,0,-4,-0.333333333333334,0,0,0,0,0,4.66666666666667,-5,-37,-35.6666666666667,-2.33333333333333,-40
"254","Chelsea","Real Madrid","Premier League","La Liga","Antonio Rüdiger",1.40000000000001,-30.4,0,0,-31.8,-16.6,14.4,-1.8,-5.59999999999999,-9,-2.40000000000001,0,-2,-0.599999999999994,-10.4,-15.8,1.8
"255","Betis","Genoa","La Liga","Serie A","Antonio Sanabria",6.5,9.66666666666666,0,0,19.3333333333333,15,-8,8.5,4.16666666666666,1.66666666666666,10,7,0,3.33333333333333,4.16666666666667,12.3333333333333,-13.3333333333333
"256","Genoa","Torino","Serie A","Serie A","Antonio Sanabria",18.5,12.3333333333333,0,0,6,4,13,-9.83333333333334,-3.5,-12.3333333333333,-6,-7,0,13,12.1666666666667,5.66666666666667,1.66666666666666
"257","Udinese","Lecce","Serie A","Serie A","Antonín Barák",12.3333333333333,-26.3333333333333,0,0,-7.66666666666666,1.33333333333334,27,10.3333333333333,15,-3.66666666666666,0,0,0,12,20.6666666666667,33.6666666666667,-32
"258","Lecce","Hellas Verona","Serie A","Serie A","Antonín Barák",32,57.5,5.5,0,43,20,8,-7,-1.5,7.5,5,7,0,34.5,25,26.5,-0.5
"259","Hellas Verona","Fiorentina","Serie A","Serie A","Antonín Barák",-20,-3.5,-5.5,0,-40,0,-2,1,-17.5,-10.5,-5,7,0,-33.5,-27,-20.5,-8.5
"260","Lille","Aston Villa","Ligue 1","Premier League","Anwar El Ghazi",-10,4,0,0,-5,-0.333333333333336,5.66666666666667,-11,-4.33333333333334,-21.6666666666667,0,0,0,-1,5.66666666666667,4.33333333333333,2.33333333333334
"261","Aston Villa","Everton","Premier League","Premier League","Anwar El Ghazi",-50,-36,0,0,-45,-50.6666666666667,-38.6666666666667,-64,-27.6666666666667,-30.3333333333333,0,0,0,-41,-59.6666666666667,-54.3333333333333,-29.3333333333333
"262","Spezia","Empoli","Serie A","Serie A","Ardian Ismajli",12,13,-11,-6,-2,1.5,0,9,3,21,0,0,5,8.5,3,0.5,4
"263","Napoli","Marseille","Serie A","Ligue 1","Arkadiusz Milik",-19,-26.3333333333333,0,0,-21.6666666666667,-25,-5.33333333333334,1.33333333333334,-2.66666666666667,-4,0,0,0,-10,-12,-18.6666666666667,2.33333333333334
"264","Marseille","Juventus","Ligue 1","Serie A","Arkadiusz Milik",19.6666666666667,21.3333333333333,11,6,29,40.6666666666667,10.6666666666667,9.66666666666666,-3,15.3333333333333,10,14,0,17.6666666666667,28,34,-0.333333333333336
"265","Atalanta","SPAL","Serie A","Serie A","Arkadiusz Reca",65,32,0,0,60,33,33,44,54,67,0,14,0,61,44,31,36
"266","SPAL","Crotone","Serie A","Serie A","Arkadiusz Reca",10,38,0,0,13,25,7,4,10,-13,13,-14,0,21,23,30,1
"267","Crotone","Spezia","Serie A","Serie A","Arkadiusz Reca",-10,-17.5,0,0,-12.5,-20.5,-26.5,-6,-14.5,11,-13,14,0,-15.5,-17,-14,-12
"268","Lorient","Sassuolo","Ligue 1","Serie A","Armand Lauriente",22.3333333333333,36.6666666666667,11,6,7.33333333333334,21.3333333333333,7,21,3,9.66666666666666,3.33333333333333,0,0,17.6666666666667,-25,-13.3333333333333,-34.6666666666667
"269","Chelsea","Southampton","Premier League","Premier League","Armando Broja",60.5,32,0,0,67,54.5,33.5,32,15,20,5,0,0,50,73.5,63.5,13
"270","Genoa","Torino","Serie A","Serie A","Armando Izzo",18,26.5,3,1.5,34.5,-6.5,18,-2,3.75,-6,2.5,10.5,0,2.75,12.25,29,-8.25
"271","Torino","Monza","Serie A","Serie A","Armando Izzo",11,15.5,-3,-1.5,5.5,11.5,0,-10,5.25,25,7.5,3.5,0,10.25,-1.25,4,-11.75
"272","Bochum","Southampton","Bundesliga","Premier League","Armel Bella Kotchap",4,-7,0,0,-37,6,-33,9,1,-6,0,0,-5,6,4,19,-13
"273","Lens","Rennes","Ligue 1","Ligue 1","Arnaud Kalimuendo",5.5,-9,-5.5,0,-1,-5,19,-5,-10.5,11,-6,0,0,8.5,26,32.5,1
"274","Saint-Étienne","Montpellier","Ligue 1","Ligue 1","Arnaud Nordin",25.75,10,0,0,13.5,7.75,15,-0.25,19,15,6.5,-3.5,0,24.25,20,25.5,-4.25
"275","Nice","Montpellier","Ligue 1","Ligue 1","Arnaud Souquet",-27.25,-4.25,0,0,-9,-26.5,11.25,-7.25,-26.75,-14,-10,10.5,0,-22.5,-4.5,-4.25,3.5
"276","Bournemouth","Villarreal","Premier League","La Liga","Arnaut Danjuma",11,9,0,0,11.5,21,0,6.5,-28,10,0,0,0,-7.5,-3.5,-13.5,3
"277","Villarreal","Tottenham","La Liga","Premier League","Arnaut Danjuma",-28,-9,0,0,-11.5,-38,-24,-27.5,-7,-21,0,0,0,-19.5,-1.5,-9.5,14
"278","Hertha BSC","Arminia","Bundesliga","Bundesliga","Arne Maier",4.5,-12.5,0,0,-16,-4,27,24.75,-6.25,-3.25,-2.5,-3.5,0,13.5,1.75,-10,33.5
"279","Arminia","Augsburg","Bundesliga","Bundesliga","Arne Maier",26.5,22,0,0,30,30.5,-4.5,19,15,20,0,7,0,20.5,20.5,32,-22.5
"280","Barcelona","Juventus","La Liga","Serie A","Arthur Melo",-8,19,0,0,10.5,-14.5,-9,-19.5,13,1.5,0,0,0,1,-0.5,-3.5,8
"281","Bologna","Rennes","Serie A","Ligue 1","Arthur Theate",15,-5,0,0,-3,7,-18,-39,-9,0,0,0,5,0,12,-1,25
"282","Cagliari","Benevento","Serie A","Serie A","Artur Ioniță",8.33333333333333,8,-3.66666666666667,0,1.66666666666667,15.6666666666667,-11,-1.66666666666667,-7,-13,8.66666666666667,0,0,-3,1.66666666666667,3.33333333333333,-18
"283","Amiens","Bologna","Ligue 1","Serie A","Arturo Calabresi",-40,-25,0,0,-45,-54.5,13.5,-34,-33,-43,0,8.5,0,-49.5,-44.5,-51,-13
"284","Bologna","Cagliari","Serie A","Serie A","Arturo Calabresi",-26,-36,0,0,-26,-20.5,-13.5,-17,-37,-36,0,-8.5,0,-24.5,-18.5,-24,68
"285","Bayern Munich","Barcelona","Bundesliga","La Liga","Arturo Vidal",10.5,-4,0,0,1.5,15.5,-15,3,-7,-2.5,0,8.5,0,2.5,-1.5,0,-5
"286","Barcelona","Inter","La Liga","Serie A","Arturo Vidal",-26,-18,0,0,-28,-26.5,-13,-8,-11,-39.5,0,-1.5,0,-14,-25.5,-25,-13.5
"287","Manchester Utd","Inter","Premier League","Serie A","Ashley Young",-19.1666666666667,-32.3333333333333,-3.66666666666667,-2,-33.3333333333333,-13.3333333333333,16.6666666666667,-13.5,-31.8333333333333,-35.5,0,14,0,-29.5,-29.1666666666667,-10.8333333333333,-30.1666666666667
"288","Inter","Aston Villa","Serie A","Premier League","Ashley Young",10,15,0,0,23.5,18,-17,0,14.5,22.5,0,-7,2.5,20,12,12,0
"289","Bournemouth","Everton","Premier League","Premier League","Asmir Begović",-75,-16,0,0,-5,-23,0,0,-11,0,0,-7,0,-21.5,-22.5,-9,7
